order_item_id,order_id,product_id,quantity,unit_price,discount,estimated_cost
OI0012493,O005391,P00039,1,4074.5,0.05,3353.81
OI0012494,O005392,P00040,3,12502.72,0.0,24595.89
OI0012495,O005392,P00483,1,1941.17,0.13,1240.07
OI0012496,O005393,P00109,1,1860.75,0.01,1215.58
OI0012497,O005394,P00512,1,2147.33,0.08,1399.2
OI0012498,O005394,P00240,1,1928.24,0.03,1503.85
OI0012499,O005394,P00420,1,7909.02,0.14,6912.2
OI0012500,O005394,P00616,4,4150.03,0.07,10746.28
OI0012501,O005395,P00122,3,3501.48,0.12,9502.5
OI0012502,O005395,P00617,3,12949.63,0.13,30254.79
OI0012503,O005395,P00201,1,4727.8,0.02,3902.88
OI0012504,O005396,P00793,3,3945.63,0.0,10188.36
OI0012505,O005396,P00430,2,2514.94,0.09,3387.0
OI0012506,O005396,P00378,1,5753.31,0.03,3355.9
OI0012507,O005397,P00572,1,4225.57,0.02,3329.56
OI0012508,O005397,P00655,4,11051.56,0.08,28926.16
OI0012509,O005397,P00014,3,772.12,0.06,1466.55
OI0012510,O005397,P00309,1,1334.9,0.1,1274.29
OI0012511,O005398,P00349,2,4542.22,0.01,6481.7
OI0012512,O005398,P00557,3,4224.47,0.02,8340.0
OI0012513,O005398,P00437,1,3306.38,0.09,2265.56
OI0012514,O005398,P00527,2,22618.92,0.02,39012.86
OI0012515,O005398,P00742,2,11088.72,0.0,13851.72
OI0012516,O005399,P00573,2,3526.28,0.05,4327.04
OI0012517,O005400,P00766,3,8319.2,0.18,19295.34
OI0012518,O005401,P00490,1,11745.08,0.0,9073.5
OI0012519,O005401,P00671,1,43772.08,0.03,36612.62
OI0012520,O005402,P00162,1,2420.75,0.0,1722.55
OI0012521,O005403,P00198,2,8600.89,0.13,17055.1
OI0012522,O005403,P00035,1,4767.36,0.07,3712.58
OI0012523,O005404,P00483,2,1874.23,0.16,2480.14
OI0012524,O005405,P00689,1,8110.09,0.0,5397.98
OI0012525,O005406,P00073,1,1457.0,0.1,965.17
OI0012526,O005406,P00069,1,821.91,0.01,541.74
OI0012527,O005406,P00328,2,18735.17,0.0,32880.66
OI0012528,O005406,P00090,2,793.98,0.0,1012.42
OI0012529,O005407,P00513,1,2218.04,0.02,1604.34
OI0012530,O005407,P00780,1,3735.97,0.0,2710.44
OI0012531,O005407,P00526,2,499.44,0.08,693.52
OI0012532,O005408,P00628,4,12195.32,0.03,35401.28
OI0012533,O005408,P00710,3,7502.08,0.01,16765.14
OI0012534,O005408,P00087,2,42774.85,0.1,54680.8
OI0012535,O005409,P00419,1,2161.0,0.11,1487.79
OI0012536,O005409,P00078,1,3810.22,0.12,3017.1
OI0012537,O005409,P00510,1,3188.55,0.03,2465.05
OI0012538,O005409,P00136,2,2503.44,0.18,3559.22
OI0012539,O005410,P00521,1,1334.93,0.0,853.37
OI0012540,O005410,P00626,1,6467.16,0.14,5577.18
OI0012541,O005411,P00088,1,12321.38,0.01,7739.77
OI0012542,O005411,P00340,1,4136.53,0.08,3515.01
OI0012543,O005412,P00501,1,568.35,0.0,385.82
OI0012544,O005412,P00023,3,4571.87,0.12,12338.49
OI0012545,O005413,P00000,1,160.34,0.0,141.08
OI0012546,O005413,P00723,1,804.59,0.04,545.71
OI0012547,O005413,P00729,1,1771.63,0.08,1590.2
OI0012548,O005414,P00496,1,1588.9,0.07,978.23
OI0012549,O005414,P00658,2,1416.86,0.0,2307.98
OI0012550,O005414,P00239,1,1315.85,0.0,1028.69
OI0012551,O005415,P00163,1,1822.25,0.05,1668.44
OI0012552,O005416,P00162,1,2348.13,0.03,1722.55
OI0012553,O005416,P00736,1,2699.54,0.05,1763.44
OI0012554,O005417,P00085,2,53204.34,0.11,76152.28
OI0012555,O005417,P00047,1,12373.37,0.03,7461.58
OI0012556,O005418,P00026,3,10569.13,0.1,30191.1
OI0012557,O005418,P00452,3,1481.91,0.04,3727.11
OI0012558,O005419,P00332,3,3253.07,0.01,6523.95
OI0012559,O005419,P00231,2,2092.62,0.11,2923.72
OI0012560,O005419,P00149,1,1515.48,0.12,1000.22
OI0012561,O005420,P00035,1,5126.19,0.0,3712.58
OI0012562,O005420,P00548,2,13667.64,0.05,17205.62
OI0012563,O005421,P00664,3,257.21,0.0,540.18
OI0012564,O005421,P00428,1,3765.2,0.08,2923.65
OI0012565,O005422,P00477,1,12997.39,0.13,10189.54
OI0012566,O005422,P00526,1,521.16,0.04,346.76
OI0012567,O005422,P00670,3,3669.68,0.09,6690.69
OI0012568,O005423,P00045,4,5233.01,0.11,17347.44
OI0012569,O005423,P00644,4,3392.1,0.03,11709.88
OI0012570,O005423,P00584,2,32661.73,0.07,52179.06
OI0012571,O005424,P00276,1,1393.71,0.1,1081.68
OI0012572,O005424,P00302,1,4547.12,0.0,3908.1
OI0012573,O005425,P00110,1,3047.95,0.0,2041.54
OI0012574,O005425,P00236,1,1416.58,0.1,1135.14
OI0012575,O005425,P00690,1,44590.22,0.11,28573.12
OI0012576,O005425,P00277,1,213.76,0.02,150.67
OI0012577,O005426,P00306,3,2400.49,0.0,4382.43
OI0012578,O005427,P00300,1,4497.48,0.0,3724.68
OI0012579,O005427,P00026,4,11156.31,0.05,40254.8
OI0012580,O005428,P00064,2,11199.41,0.2,18836.86
OI0012581,O005428,P00103,1,2192.95,0.0,1474.83
OI0012582,O005429,P00028,1,8605.06,0.06,5527.47
OI0012583,O005430,P00586,2,1701.41,0.0,2811.08
OI0012584,O005430,P00085,1,59182.36,0.01,38076.14
OI0012585,O005431,P00258,2,1087.35,0.03,1688.5
OI0012586,O005432,P00630,1,2066.64,0.07,1446.4
OI0012587,O005433,P00735,4,1599.74,0.08,4808.12
OI0012588,O005434,P00411,2,1380.92,0.1,1919.92
OI0012589,O005434,P00662,3,25239.5,0.1,50397.09
OI0012590,O005434,P00134,2,4908.74,0.08,7792.46
OI0012591,O005435,P00343,1,4821.88,0.05,3601.77
OI0012592,O005435,P00685,3,3040.71,0.25,7134.75
OI0012593,O005435,P00600,2,5833.14,0.0,6634.26
OI0012594,O005435,P00751,2,2517.6,0.12,3466.0
OI0012595,O005435,P00067,2,10690.99,0.08,18716.82
OI0012596,O005436,P00111,2,1765.91,0.05,2477.98
OI0012597,O005436,P00758,1,4157.51,0.0,2737.28
OI0012598,O005437,P00113,1,5818.73,0.02,5222.19
OI0012599,O005438,P00420,1,8552.77,0.07,6912.2
OI0012600,O005438,P00790,4,9822.01,0.0,25366.08
OI0012601,O005439,P00391,1,1250.09,0.0,1098.4
OI0012602,O005439,P00272,1,3766.75,0.1,3597.08
OI0012603,O005440,P00396,1,183.69,0.1,166.33
OI0012604,O005440,P00192,1,1811.73,0.03,1119.4
OI0012605,O005441,P00007,1,1351.61,0.04,1187.66
OI0012606,O005442,P00258,1,1120.98,0.0,844.25
OI0012607,O005443,P00489,1,2304.62,0.12,1452.9
OI0012608,O005443,P00719,1,63.5,0.16,58.64
OI0012609,O005444,P00283,1,1964.52,0.02,1170.63
OI0012610,O005445,P00718,1,2015.72,0.0,1486.36
OI0012611,O005445,P00039,3,3817.17,0.11,10061.43
OI0012612,O005446,P00786,1,965.62,0.09,888.94
OI0012613,O005446,P00472,1,31553.16,0.03,24366.69
OI0012614,O005447,P00215,3,1934.81,0.01,3327.0
OI0012615,O005447,P00712,1,11705.1,0.11,7741.78
OI0012616,O005448,P00562,1,1942.12,0.09,1277.41
OI0012617,O005448,P00225,2,787.82,0.1,1183.5
OI0012618,O005448,P00006,3,4670.07,0.06,8353.38
OI0012619,O005449,P00016,1,2862.93,0.02,1833.85
OI0012620,O005450,P00172,2,987.52,0.0,1135.42
OI0012621,O005450,P00464,3,12819.27,0.03,24636.3
OI0012622,O005450,P00602,2,1368.54,0.0,1770.04
OI0012623,O005450,P00540,1,336.51,0.06,243.21
OI0012624,O005450,P00038,1,1659.56,0.0,976.34
OI0012625,O005451,P00789,2,20018.09,0.01,31130.96
OI0012626,O005452,P00081,4,1229.56,0.07,3706.96
OI0012627,O005453,P00609,1,2271.83,0.04,1802.68
OI0012628,O005453,P00440,2,2162.68,0.1,4223.62
OI0012629,O005454,P00662,1,28043.89,0.0,16799.03
OI0012630,O005454,P00021,3,3417.7,0.23,11483.28
OI0012631,O005455,P00670,1,4032.62,0.0,2230.23
OI0012632,O005455,P00170,1,1973.53,0.11,1629.15
OI0012633,O005456,P00774,1,1922.97,0.03,1588.17
OI0012634,O005457,P00397,1,3823.73,0.12,3318.3
OI0012635,O005457,P00304,2,10185.98,0.1,18427.86
OI0012636,O005458,P00357,1,8449.15,0.0,5719.37
OI0012637,O005459,P00399,1,6834.02,0.16,6896.51
OI0012638,O005459,P00237,1,1776.12,0.0,1273.87
OI0012639,O005460,P00210,3,307.1,0.08,680.94
OI0012640,O005460,P00105,2,5682.69,0.08,9119.48
OI0012641,O005461,P00248,2,2796.42,0.02,4034.58
OI0012642,O005462,P00313,1,7478.89,0.05,5033.27
OI0012643,O005462,P00483,1,2097.36,0.06,1240.07
OI0012644,O005462,P00183,3,189.46,0.17,566.49
OI0012645,O005463,P00626,3,7519.95,0.0,16731.54
OI0012646,O005463,P00515,1,3227.97,0.11,2243.06
OI0012647,O005463,P00619,2,1688.35,0.06,2679.0
OI0012648,O005464,P00272,2,4185.28,0.0,7194.16
OI0012649,O005464,P00225,1,779.07,0.11,591.75
OI0012650,O005465,P00220,1,8397.86,0.08,7594.01
OI0012651,O005465,P00609,3,2011.52,0.15,5408.04
OI0012652,O005465,P00753,1,18999.15,0.02,14447.53
OI0012653,O005465,P00110,4,2804.11,0.08,8166.16
OI0012654,O005466,P00287,2,821.58,0.07,1398.24
OI0012655,O005466,P00748,2,1627.51,0.12,2449.76
OI0012656,O005467,P00075,2,4311.33,0.09,7888.78
OI0012657,O005467,P00305,3,5951.94,0.01,13189.77
OI0012658,O005467,P00256,1,4548.28,0.01,3187.32
OI0012659,O005468,P00190,2,635.19,0.07,1119.68
OI0012660,O005468,P00183,1,216.85,0.05,188.83
OI0012661,O005468,P00475,1,194.9,0.04,168.77
OI0012662,O005469,P00127,1,6659.8,0.09,5168.7
OI0012663,O005469,P00307,2,1102.72,0.0,1406.36
OI0012664,O005470,P00135,1,4636.45,0.14,4319.62
OI0012665,O005471,P00725,1,10017.96,0.09,8683.64
OI0012666,O005472,P00011,1,6441.94,0.0,4073.86
OI0012667,O005473,P00323,1,2481.67,0.15,2285.23
OI0012668,O005473,P00155,1,481.01,0.09,381.16
OI0012669,O005473,P00614,2,2421.09,0.0,3715.56
OI0012670,O005474,P00411,1,1288.86,0.16,959.96
OI0012671,O005474,P00492,1,1928.1,0.0,1130.77
OI0012672,O005475,P00325,2,1457.76,0.13,2678.94
OI0012673,O005476,P00283,1,2004.61,0.0,1170.63
OI0012674,O005477,P00787,1,3453.21,0.1,2921.89
OI0012675,O005477,P00476,3,5941.05,0.0,14044.14
OI0012676,O005478,P00314,1,2080.45,0.09,1650.36
OI0012677,O005478,P00371,1,47218.26,0.13,36101.91
OI0012678,O005478,P00540,1,332.93,0.07,243.21
OI0012679,O005479,P00268,2,4436.51,0.0,4976.04
OI0012680,O005479,P00764,1,2325.6,0.0,1692.69
OI0012681,O005479,P00408,1,58341.56,0.0,48713.52
OI0012682,O005480,P00609,1,2366.49,0.0,1802.68
OI0012683,O005480,P00132,1,27798.08,0.02,15844.89
OI0012684,O005481,P00319,4,13321.93,0.0,31249.6
OI0012685,O005482,P00212,1,43888.46,0.12,42635.98
OI0012686,O005482,P00187,1,1538.19,0.0,974.51
OI0012687,O005482,P00627,1,9552.93,0.02,7029.37
OI0012688,O005483,P00302,1,4456.18,0.02,3908.1
OI0012689,O005483,P00582,2,5626.51,0.05,9393.06
OI0012690,O005484,P00409,1,46744.61,0.03,34049.91
OI0012691,O005484,P00725,1,10458.31,0.05,8683.64
OI0012692,O005485,P00244,2,1314.87,0.2,2200.26
OI0012693,O005486,P00059,1,1209.19,0.0,839.11
OI0012694,O005486,P00799,1,911.36,0.07,594.93
OI0012695,O005487,P00436,1,143.53,0.06,120.14
OI0012696,O005487,P00287,3,724.4,0.18,2097.36
OI0012697,O005488,P00680,1,32501.04,0.03,19737.05
OI0012698,O005488,P00302,1,3910.52,0.14,3908.1
OI0012699,O005488,P00582,1,5508.06,0.07,4696.53
OI0012700,O005489,P00574,1,12421.62,0.0,7493.58
OI0012701,O005489,P00481,1,823.54,0.09,727.78
OI0012702,O005489,P00543,1,52628.97,0.0,33351.98
OI0012703,O005489,P00484,1,1307.24,0.08,1204.04
OI0012704,O005490,P00784,1,40607.46,0.13,26802.79
OI0012705,O005490,P00716,1,1466.51,0.1,1078.96
OI0012706,O005490,P00563,1,43972.44,0.06,36813.06
OI0012707,O005490,P00102,1,18671.39,0.0,15510.6
OI0012708,O005491,P00651,2,4286.65,0.07,5420.34
OI0012709,O005491,P00199,2,2824.23,0.12,4289.94
OI0012710,O005491,P00309,1,1245.9,0.16,1274.29
OI0012711,O005492,P00234,3,979.33,0.04,2110.65
OI0012712,O005493,P00567,1,789.74,0.02,607.82
OI0012713,O005493,P00790,1,9625.57,0.02,6341.52
OI0012714,O005493,P00736,1,2784.79,0.02,1763.44
OI0012715,O005493,P00482,1,966.88,0.0,687.3
OI0012716,O005494,P00684,2,4767.15,0.04,6417.06
OI0012717,O005494,P00532,2,11331.47,0.07,20509.7
OI0012718,O005495,P00161,1,2090.68,0.08,1713.12
OI0012719,O005495,P00003,1,5179.12,0.12,5092.38
OI0012720,O005496,P00648,1,4912.63,0.0,3825.94
OI0012721,O005496,P00216,2,923.77,0.05,1502.4
OI0012722,O005497,P00787,2,3683.42,0.04,5843.78
OI0012723,O005497,P00232,2,1257.86,0.09,1993.46
OI0012724,O005498,P00015,1,9698.28,0.0,5583.05
OI0012725,O005498,P00593,1,8901.05,0.01,7680.67
OI0012726,O005498,P00063,1,3181.08,0.19,2731.01
OI0012727,O005499,P00019,3,12111.02,0.19,33041.31
OI0012728,O005499,P00733,1,2694.09,0.03,1627.81
OI0012729,O005500,P00348,1,1291.93,0.0,892.47
OI0012730,O005500,P00141,1,4071.25,0.06,3066.17
OI0012731,O005500,P00377,1,373.3,0.23,328.05
OI0012732,O005501,P00625,2,1419.07,0.06,2420.36
OI0012733,O005501,P00587,1,9227.94,0.06,7506.77
OI0012734,O005502,P00455,4,58050.35,0.0,148622.68
OI0012735,O005503,P00165,1,24665.77,0.08,20601.86
OI0012736,O005504,P00750,1,1087.86,0.06,992.75
OI0012737,O005504,P00354,1,53840.06,0.0,46794.38
OI0012738,O005505,P00677,2,7315.18,0.23,12328.12
OI0012739,O005505,P00516,1,11478.92,0.11,9025.38
OI0012740,O005506,P00419,2,2258.12,0.07,2975.58
OI0012741,O005506,P00310,5,9439.86,0.0,36629.95
OI0012742,O005506,P00197,1,3536.81,0.13,2701.26
OI0012743,O005506,P00278,1,3981.75,0.09,3661.06
OI0012744,O005507,P00514,2,1426.75,0.03,1624.3
OI0012745,O005507,P00404,1,3789.05,0.0,3233.93
OI0012746,O005507,P00214,1,9884.71,0.03,7308.7
OI0012747,O005507,P00305,1,6012.06,0.0,4396.59
OI0012748,O005507,P00045,3,5879.79,0.0,13010.58
OI0012749,O005508,P00219,3,149.62,0.19,448.23
OI0012750,O005508,P00336,3,54948.11,0.02,108325.53
OI0012751,O005509,P00274,2,1343.45,0.0,2257.46
OI0012752,O005510,P00611,3,2560.02,0.12,6445.53
OI0012753,O005511,P00003,1,5414.53,0.08,5092.38
OI0012754,O005512,P00342,1,12207.8,0.05,7904.64
OI0012755,O005512,P00185,2,4020.86,0.05,5662.06
OI0012756,O005513,P00297,1,5647.03,0.12,5630.73
OI0012757,O005513,P00792,1,1682.2,0.2,1441.73
OI0012758,O005513,P00319,1,12789.05,0.04,7812.4
OI0012759,O005514,P00161,2,2204.31,0.03,3426.24
OI0012760,O005515,P00775,1,648.89,0.0,442.97
OI0012761,O005516,P00608,1,254.48,0.07,176.3
OI0012762,O005516,P00595,3,720.95,0.12,2072.13
OI0012763,O005517,P00195,3,11497.89,0.1,31666.62
OI0012764,O005517,P00432,1,5269.09,0.0,3215.19
OI0012765,O005517,P00033,2,10277.02,0.0,13709.46
OI0012766,O005518,P00521,1,1281.53,0.04,853.37
OI0012767,O005518,P00040,1,12127.64,0.03,8198.63
OI0012768,O005519,P00580,1,851.26,0.0,742.62
OI0012769,O005519,P00109,1,1672.8,0.11,1215.58
OI0012770,O005519,P00344,1,1826.63,0.0,1096.19
OI0012771,O005519,P00729,1,1790.88,0.07,1590.2
OI0012772,O005520,P00694,2,4138.11,0.0,4792.88
OI0012773,O005520,P00279,1,40010.23,0.02,35425.95
OI0012774,O005520,P00690,1,45091.23,0.1,28573.12
OI0012775,O005521,P00715,1,23356.64,0.0,14993.01
OI0012776,O005521,P00083,1,132.56,0.05,107.2
OI0012777,O005522,P00655,3,12012.56,0.0,21694.62
OI0012778,O005523,P00485,2,1057.11,0.02,1224.54
OI0012779,O005524,P00572,2,4225.57,0.02,6659.12
OI0012780,O005525,P00367,1,4557.0,0.11,3436.73
OI0012781,O005525,P00739,2,4141.59,0.09,7711.86
OI0012782,O005526,P00731,1,686.17,0.04,493.43
OI0012783,O005526,P00725,2,11008.75,0.0,17367.28
OI0012784,O005527,P00029,1,10490.87,0.0,6997.29
OI0012785,O005527,P00085,3,59780.16,0.0,114228.42
OI0012786,O005527,P00742,1,11088.72,0.0,6925.86
OI0012787,O005527,P00215,1,1954.35,0.0,1109.0
OI0012788,O005527,P00076,2,1277.91,0.0,1555.3
OI0012789,O005528,P00318,1,5872.61,0.0,4254.68
OI0012790,O005529,P00681,3,477.0,0.06,915.39
OI0012791,O005529,P00569,1,240.67,0.0,141.9
OI0012792,O005530,P00750,1,1099.44,0.05,992.75
OI0012793,O005530,P00347,1,6420.93,0.0,5194.28
OI0012794,O005530,P00297,1,5390.35,0.16,5630.73
OI0012795,O005530,P00589,1,4505.08,0.03,3472.47
OI0012796,O005531,P00115,1,6410.79,0.0,4879.95
OI0012797,O005532,P00793,1,3590.52,0.09,3396.12
OI0012798,O005533,P00006,3,4521.03,0.09,8353.38
OI0012799,O005533,P00405,1,2169.22,0.09,1993.48
OI0012800,O005533,P00417,2,3192.75,0.12,5363.92
OI0012801,O005534,P00252,1,21460.11,0.19,15451.52
OI0012802,O005535,P00211,1,660.68,0.0,495.14
OI0012803,O005535,P00067,1,10807.2,0.07,9358.41
OI0012804,O005536,P00148,1,625.64,0.1,396.6
OI0012805,O005537,P00461,1,3080.83,0.0,2355.09
OI0012806,O005537,P00174,1,8869.92,0.12,7056.5
OI0012807,O005537,P00363,1,4714.09,0.02,4090.78
OI0012808,O005538,P00470,1,3728.84,0.04,2970.64
OI0012809,O005539,P00217,1,2687.77,0.01,2034.77
OI0012810,O005540,P00419,1,2233.84,0.08,1487.79
OI0012811,O005540,P00559,2,6495.76,0.0,8746.6
OI0012812,O005540,P00300,3,4497.48,0.0,11174.04
OI0012813,O005541,P00493,1,2267.08,0.07,1669.64
OI0012814,O005541,P00510,1,3188.55,0.03,2465.05
OI0012815,O005541,P00088,2,11699.09,0.06,15479.54
OI0012816,O005542,P00098,1,2627.41,0.21,2569.34
OI0012817,O005542,P00795,1,4285.37,0.07,3257.39
OI0012818,O005542,P00733,1,2777.41,0.0,1627.81
OI0012819,O005543,P00663,1,109.61,0.04,89.32
OI0012820,O005543,P00345,2,41677.87,0.17,84890.08
OI0012821,O005543,P00079,2,1867.65,0.0,2729.52
OI0012822,O005544,P00703,2,10611.85,0.02,15441.24
OI0012823,O005545,P00364,2,57792.45,0.0,90249.8
OI0012824,O005545,P00741,1,9967.41,0.03,8458.78
OI0012825,O005545,P00307,1,1047.58,0.05,703.18
OI0012826,O005545,P00224,1,1998.34,0.0,1264.72
OI0012827,O005546,P00305,1,5531.1,0.08,4396.59
OI0012828,O005546,P00117,1,1523.22,0.0,1335.66
OI0012829,O005546,P00140,1,1220.76,0.1,1078.24
OI0012830,O005547,P00646,1,14477.55,0.0,8540.59
OI0012831,O005547,P00436,2,143.53,0.06,240.28
OI0012832,O005548,P00681,1,497.3,0.02,305.13
OI0012833,O005548,P00023,4,4831.64,0.07,16451.32
OI0012834,O005549,P00340,1,4496.23,0.0,3515.01
OI0012835,O005549,P00279,2,33886.22,0.17,70851.9
OI0012836,O005549,P00304,1,11317.76,0.0,9213.93
OI0012837,O005549,P00177,1,1437.27,0.12,1266.78
OI0012838,O005549,P00227,1,3585.03,0.06,3250.53
OI0012839,O005550,P00427,4,1814.12,0.06,5795.32
OI0012840,O005551,P00791,1,4889.31,0.14,4614.66
OI0012841,O005551,P00191,3,4280.0,0.05,11422.71
OI0012842,O005551,P00511,2,1744.53,0.04,2082.06
OI0012843,O005552,P00233,1,5921.4,0.04,3694.64
OI0012844,O005553,P00493,1,2193.95,0.1,1669.64
OI0012845,O005553,P00369,4,5488.72,0.0,14027.52
OI0012846,O005553,P00219,1,179.17,0.03,149.41
OI0012847,O005554,P00516,4,11091.99,0.14,36101.52
OI0012848,O005554,P00075,1,4169.19,0.12,3944.39
OI0012849,O005554,P00036,2,404.86,0.04,698.12
OI0012850,O005554,P00710,1,7274.75,0.04,5588.38
OI0012851,O005554,P00531,3,512.8,0.02,976.11
OI0012852,O005555,P00613,2,3987.65,0.08,5166.06
OI0012853,O005555,P00255,1,13116.74,0.07,9956.97
OI0012854,O005556,P00706,1,9084.87,0.17,6686.1
OI0012855,O005556,P00122,3,3978.96,0.0,9502.5
OI0012856,O005556,P00568,1,2358.22,0.09,1448.93
OI0012857,O005557,P00020,1,757.1,0.0,634.32
OI0012858,O005557,P00576,1,6302.98,0.05,4493.28
OI0012859,O005557,P00253,2,1036.44,0.0,1781.56
OI0012860,O005558,P00195,1,12775.43,0.0,10555.54
OI0012861,O005558,P00162,2,2057.64,0.15,3445.1
OI0012862,O005558,P00127,1,7025.72,0.04,5168.7
OI0012863,O005559,P00287,2,812.75,0.08,1398.24
OI0012864,O005559,P00216,1,797.36,0.18,751.2
OI0012865,O005559,P00674,3,3269.79,0.1,6148.89
OI0012866,O005559,P00062,1,1562.81,0.08,985.0
OI0012867,O005560,P00341,1,2524.93,0.09,1718.96
OI0012868,O005560,P00265,3,316.74,0.06,841.74
OI0012869,O005561,P00400,1,31528.04,0.09,22211.35
OI0012870,O005562,P00223,2,1816.87,0.17,3004.02
OI0012871,O005563,P00145,2,4017.75,0.0,5226.74
OI0012872,O005564,P00515,1,3554.39,0.02,2243.06
OI0012873,O005564,P00036,1,417.51,0.01,349.06
OI0012874,O005564,P00765,1,1699.78,0.0,1462.57
OI0012875,O005565,P00508,2,2689.66,0.11,4212.2
OI0012876,O005566,P00008,1,12192.57,0.0,8696.22
OI0012877,O005566,P00608,3,243.53,0.11,528.9
OI0012878,O005567,P00709,1,4328.91,0.13,3611.27
OI0012879,O005567,P00730,2,5367.02,0.06,7521.82
OI0012880,O005568,P00720,3,3544.83,0.13,7805.07
OI0012881,O005568,P00364,1,57792.45,0.0,45124.9
OI0012882,O005569,P00196,1,125.1,0.07,102.2
OI0012883,O005569,P00205,3,21147.48,0.0,52020.21
OI0012884,O005569,P00090,3,666.94,0.16,1518.63
OI0012885,O005570,P00086,1,189.69,0.04,126.98
OI0012886,O005571,P00575,1,1678.62,0.1,1539.44
OI0012887,O005571,P00260,1,1837.4,0.11,1520.13
OI0012888,O005572,P00591,1,394.52,0.04,229.84
OI0012889,O005572,P00050,1,5331.34,0.09,4077.06
OI0012890,O005573,P00741,2,9145.36,0.11,16917.56
OI0012891,O005573,P00090,1,690.76,0.13,506.21
OI0012892,O005574,P00465,1,10372.69,0.12,8896.16
OI0012893,O005574,P00561,3,744.11,0.12,1737.45
OI0012894,O005574,P00647,1,1925.1,0.03,1341.72
OI0012895,O005575,P00444,1,10758.09,0.06,6652.92
OI0012896,O005575,P00077,2,3544.16,0.05,4794.46
OI0012897,O005576,P00706,1,9960.52,0.09,6686.1
OI0012898,O005577,P00109,2,1691.6,0.1,2431.16
OI0012899,O005577,P00400,1,31528.04,0.09,22211.35
OI0012900,O005577,P00643,1,4297.74,0.0,2711.33
OI0012901,O005578,P00790,1,8938.03,0.09,6341.52
OI0012902,O005579,P00168,1,3096.6,0.0,2347.92
OI0012903,O005580,P00145,4,3495.44,0.13,10453.48
OI0012904,O005581,P00255,2,11988.42,0.15,19913.94
OI0012905,O005581,P00422,1,4597.51,0.0,3209.33
OI0012906,O005582,P00560,2,1153.66,0.14,1676.3
OI0012907,O005582,P00472,1,32203.74,0.01,24366.69
OI0012908,O005583,P00528,1,20279.66,0.0,16070.48
OI0012909,O005583,P00612,3,449.95,0.03,1027.5
OI0012910,O005584,P00390,2,25444.79,0.04,42478.52
OI0012911,O005584,P00277,1,198.49,0.09,150.67
OI0012912,O005584,P00001,2,298.87,0.07,358.9
OI0012913,O005585,P00527,1,20310.87,0.12,19506.43
OI0012914,O005586,P00534,3,2125.15,0.0,4543.62
OI0012915,O005586,P00292,2,353.78,0.03,537.78
OI0012916,O005587,P00161,1,2090.68,0.08,1713.12
OI0012917,O005587,P00018,1,2126.41,0.0,1336.66
OI0012918,O005588,P00242,3,703.53,0.09,2004.48
OI0012919,O005588,P00708,1,21504.77,0.06,18760.8
OI0012920,O005589,P00517,1,1771.91,0.06,1414.08
OI0012921,O005589,P00658,2,1303.51,0.08,2307.98
OI0012922,O005589,P00020,2,673.82,0.11,1268.64
OI0012923,O005590,P00404,2,3561.71,0.06,6467.86
OI0012924,O005590,P00215,1,1758.92,0.1,1109.0
OI0012925,O005591,P00586,1,1565.3,0.08,1405.54
OI0012926,O005591,P00164,1,22645.63,0.08,19091.49
OI0012927,O005591,P00008,2,11826.79,0.03,17392.44
OI0012928,O005592,P00431,1,2025.17,0.09,1546.37
OI0012929,O005592,P00372,2,638.3,0.0,1000.94
OI0012930,O005593,P00001,3,314.94,0.02,538.35
OI0012931,O005593,P00390,2,24384.59,0.08,42478.52
OI0012932,O005594,P00386,1,8454.81,0.0,6618.75
OI0012933,O005594,P00712,1,11442.07,0.13,7741.78
OI0012934,O005595,P00560,1,1341.46,0.0,838.15
OI0012935,O005596,P00163,1,1822.25,0.05,1668.44
OI0012936,O005597,P00037,3,3679.9,0.0,8483.94
OI0012937,O005597,P00129,1,1729.84,0.0,1325.23
OI0012938,O005597,P00213,1,45159.1,0.09,33051.5
OI0012939,O005597,P00283,2,1924.43,0.04,2341.26
OI0012940,O005598,P00587,1,9326.11,0.05,7506.77
OI0012941,O005598,P00013,1,2361.75,0.03,2054.56
OI0012942,O005599,P00345,2,50214.3,0.0,84890.08
OI0012943,O005600,P00362,2,1599.16,0.0,2543.82
OI0012944,O005600,P00281,1,1672.59,0.12,1275.29
OI0012945,O005601,P00286,1,10962.2,0.12,9792.14
OI0012946,O005602,P00102,1,16617.54,0.11,15510.6
OI0012947,O005602,P00326,1,724.75,0.01,485.7
OI0012948,O005602,P00047,1,12756.05,0.0,7461.58
OI0012949,O005602,P00400,1,32567.43,0.06,22211.35
OI0012950,O005603,P00687,4,9663.03,0.1,25474.72
OI0012951,O005603,P00307,1,1003.48,0.09,703.18
OI0012952,O005604,P00093,2,38647.21,0.0,60579.84
OI0012953,O005605,P00319,2,13321.93,0.0,15624.8
OI0012954,O005605,P00649,2,3121.57,0.11,5181.92
OI0012955,O005606,P00478,2,334.91,0.02,492.84
OI0012956,O005606,P00119,1,30647.37,0.14,27252.0
OI0012957,O005607,P00344,1,1826.63,0.0,1096.19
OI0012958,O005607,P00462,1,2837.25,0.11,2304.63
OI0012959,O005607,P00619,2,1652.43,0.08,2679.0
OI0012960,O005608,P00120,1,4526.31,0.0,3594.07
OI0012961,O005608,P00672,2,1371.74,0.01,1625.4
OI0012962,O005609,P00406,1,1592.92,0.0,1215.3
