payment_id,order_id,payment_method,payment_status,amount,shipping_fee
PAY2EHBBS7I,O002437,COD,Paid,7187.09,0
PAY6TB7RSFA,O002438,Credit Card,Paid,6858.39,0
PAYJ68G5IEP,O002439,COD,Paid,29092.89,0
PAYTSCUS26C,O002440,Debit Card,Paid,2685.72,0
PAYLLWB06HS,O002441,Debit Card,Paid,10458.84,0
PAYZ3MO7LO0,O002442,Debit Card,Paid,42065.0,0
PAYZXYTUML5,O002443,UPI,Paid,19426.59,0
PAY1O2NOAA8,O002444,Debit Card,Paid,926.8,0
PAY5HIL1B8W,O002445,Debit Card,Paid,13107.18,0
PAY1P8WJJ3Z,O002446,Net Banking,Paid,11432.42,0
PAYB8IIGX5J,O002447,Credit Card,Paid,1322.32,0
PAYT6GTLPRN,O002448,Credit Card,Paid,51310.55,0
PAYL3TZOYTN,O002449,UPI,Paid,2321.08,0
PAY733PN0MJ,O002450,Wallet,Paid,44461.8,0
PAYQVMPNKN1,O002451,Credit Card,Paid,30326.68,0
PAYRDMI08WO,O002452,Credit Card,Paid,20461.68,0
PAYJP2L7YQE,O002453,Debit Card,Paid,16325.41,0
PAY94ZEO67A,O002454,UPI,Paid,34572.29,0
PAY24AUD0RW,O002455,Debit Card,Paid,8166.0,0
PAYOWKTIF0Y,O002456,Debit Card,Paid,33838.45,0
PAYSMF0HDU3,O002457,Wallet,Paid,5603.88,0
PAYY448OKKB,O002458,Net Banking,Paid,57464.9,0
PAYPWS8X3CC,O002459,Net Banking,Paid,17717.97,0
PAYK7P0DT79,O002460,UPI,Paid,77769.81,0
PAYT65SCUMD,O002461,UPI,Paid,42991.39,0
PAY2OVAAL7Y,O002462,Net Banking,Paid,11986.87,0
PAY2GU7VLDQ,O002463,UPI,Paid,13586.3,0
PAYRHZGZX41,O002464,Credit Card,Paid,5673.56,0
PAY98ISTIMT,O002465,Credit Card,Paid,10165.54,0
PAY6714SI9P,O002466,Wallet,Paid,6618.05,0
PAY6MQPJUZD,O002467,COD,Paid,3436.95,0
PAYIKG7RD5D,O002468,Debit Card,Paid,18195.2,0
PAYZGQKBLWL,O002469,UPI,Paid,50806.59,0
PAYS8KAN7GW,O002470,Credit Card,Paid,35031.57,0
PAYJK24FZ0T,O002471,UPI,Paid,7353.91,0
PAYX53RJYGU,O002472,Net Banking,Paid,18929.63,0
PAYUYFXSCEG,O002473,COD,Paid,3559.04,0
PAYOUZT6FTQ,O002474,Net Banking,Paid,10422.9,0
PAYT3REI5I8,O002475,UPI,Paid,11172.27,0
PAYJIUM69X9,O002476,UPI,Paid,151540.35,0
PAY5P48I85Q,O002477,Credit Card,Paid,10160.46,0
PAYDSS5OI4T,O002478,Credit Card,Paid,26079.87,0
PAYOKYI2BKV,O002479,UPI,Paid,22430.23,0
PAYN1BE5XNA,O002480,Wallet,Paid,10567.17,0
PAYOBUHH3G0,O002481,Credit Card,Paid,23185.49,0
PAYP6BI0MJC,O002482,UPI,Paid,14786.17,0
PAYQGWPEGDW,O002483,Credit Card,Paid,22414.62,0
PAYAXPCD6I2,O002484,UPI,Paid,1356.07,0
PAYUUOV0NOV,O002485,UPI,Paid,24584.03,0
PAYGUXGPMM7,O002486,Debit Card,Paid,7399.94,0
PAYHX0LV0WR,O002487,UPI,Paid,35074.46,0
PAY50K3TW43,O002488,Credit Card,Paid,2600.39,0
PAYID1M2E6Y,O002489,UPI,Paid,2040.28,0
PAY5ULUTVT4,O002490,Credit Card,Paid,6119.05,0
PAYBI8U0J0S,O002491,UPI,Paid,9071.96,0
PAY4W92E301,O002492,UPI,Paid,11720.69,0
PAYSNU5S3K4,O002493,UPI,Paid,60212.98,0
PAY602V02AV,O002494,Net Banking,Paid,49376.55,0
PAYD1CD7JQ8,O002495,Wallet,Paid,21595.5,0
PAYEJ75HSA5,O002496,UPI,Paid,22074.37,0
PAYRA2M53IR,O002497,UPI,Paid,2222.19,0
PAY3UXSQKBX,O002498,Credit Card,Paid,11558.84,0
PAYCSI0ZGBF,O002499,COD,Paid,29355.52,0
PAYNKB3I3ZZ,O002500,Debit Card,Paid,25540.18,0
PAYPI4YC1I3,O002501,UPI,Paid,10954.6,0
PAYN20AR13I,O002502,UPI,Paid,17672.36,0
PAYJIKOXSKO,O002503,Credit Card,Paid,21326.93,0
PAY7LO6FYQ8,O002504,COD,Paid,15348.66,0
PAYL8BJXR6V,O002505,Net Banking,Paid,26995.74,0
PAY551SEYDW,O002506,Debit Card,Paid,36002.93,0
PAY7JOL5JE7,O002507,Credit Card,Paid,27157.78,0
PAYOSJWOES0,O002508,Credit Card,Refunded,2400.49,0
PAYRY6LY1LG,O002509,UPI,Paid,77995.73,0
PAY70CE3FYW,O002510,Credit Card,Paid,7469.99,0
PAYFJRXO38A,O002511,Net Banking,Paid,1580.35,0
PAY2MQRBNY0,O002512,UPI,Paid,134814.78,0
PAYQEH726P0,O002513,Credit Card,Paid,30042.05,0
PAY7CVDEKNK,O002514,Debit Card,Paid,17275.32,0
PAYOQC78RK8,O002515,UPI,Paid,19514.32,0
PAYW2KPKCMQ,O002516,UPI,Paid,74487.14,0
PAYFQGLXOD6,O002517,Wallet,Paid,9407.39,0
PAYIH4UGADA,O002518,Wallet,Paid,38785.81,0
PAYNNBL270H,O002519,UPI,Paid,33542.68,0
PAYOK02QFYG,O002520,UPI,Paid,35998.54,0
PAYXEBGN3L7,O002521,Wallet,Paid,5856.0,0
PAYRLO1VPQ8,O002522,UPI,Paid,12267.59,0
PAYOLMIJV8Y,O002523,UPI,Paid,17585.78,0
PAYZA7CS7R7,O002524,Debit Card,Paid,23271.41,0
PAY4QBRGW0H,O002525,UPI,Paid,72529.56,0
PAYG2HEKFIZ,O002526,Debit Card,Paid,4149.55,0
PAYL1KYGAYI,O002527,COD,Paid,140772.78,0
PAYSDTFYT80,O002528,Debit Card,Paid,43014.11,0
PAYG19S63NB,O002529,Credit Card,Paid,15176.85,0
PAYF0HBBNUI,O002530,UPI,Paid,35883.24,0
PAYW0RWERK5,O002531,UPI,Paid,14204.65,0
PAYVTE0UTXS,O002532,COD,Paid,7631.65,0
PAYZGP0ZKE8,O002533,Credit Card,Paid,3378.61,0
PAY35ORDA6S,O002534,Debit Card,Paid,18920.6,0
PAYSJUVNVLM,O002535,Debit Card,Refunded,97438.38,0
PAYX0HGF6PL,O002536,UPI,Paid,3007.03,0
PAYTGSDBL5P,O002537,COD,Paid,2647.58,0
PAYMPTGNBOE,O002538,UPI,Paid,6324.34,0
PAY0NLHG6HK,O002539,UPI,Paid,2950.09,0
PAY3BA8JPOW,O002540,Credit Card,Paid,8644.23,0
PAYJL26ST34,O002541,UPI,Paid,144258.83,0
PAY3BZBWF5N,O002542,UPI,Paid,8118.65,0
PAY2JJO7NGM,O002543,Wallet,Paid,9471.84,0
PAY4DUOLRCJ,O002544,Credit Card,Paid,55370.84,0
PAY16CJ1WEA,O002545,UPI,Paid,5438.32,0
PAYWAPEZTHN,O002546,Net Banking,Paid,28964.53,0
PAYPO0TTHXZ,O002547,UPI,Paid,23550.46,0
PAY3VKUMGNO,O002548,Credit Card,Paid,4349.92,0
PAYJQX48625,O002549,Debit Card,Paid,26349.14,0
PAYXV66SABJ,O002550,Debit Card,Paid,26973.6,0
PAYFIKNZY6Z,O002551,UPI,Paid,10165.24,0
PAYM7XKR3GO,O002552,UPI,Pending,4677.95,0
PAYFS6WXQI3,O002553,Net Banking,Paid,58615.06,0
PAYV4O8WIO2,O002554,Net Banking,Paid,7740.03,0
PAY6YX2VQLK,O002555,Wallet,Paid,9369.57,0
PAYJNQ2RICN,O002556,Debit Card,Paid,6102.29,0
PAY9RIC02P5,O002557,Wallet,Paid,52144.02,0
PAYRP8QCIWV,O002558,Debit Card,Paid,28704.36,0
PAYJ9ZCPIMQ,O002559,Debit Card,Paid,36433.29,0
PAYHIY5RV1A,O002560,Credit Card,Paid,25265.15,0
PAYPIFF7X0G,O002561,Credit Card,Paid,58827.68,0
PAYAATDATUC,O002562,Debit Card,Paid,28256.9,0
PAY1LYIZN6T,O002563,Credit Card,Paid,4767.9,0
PAYNHXEJZT2,O002564,UPI,Paid,12023.88,0
PAYR9P3H0NL,O002565,Credit Card,Paid,2604.9,0
PAYW7VD8UQ8,O002566,Credit Card,Paid,3847.4,0
PAYLXY13AR1,O002567,COD,Paid,41573.29,0
PAYPV9YMU6G,O002568,UPI,Paid,8948.03,0
PAYHVK7EBMQ,O002569,Debit Card,Paid,12563.03,0
PAYOCAAOAVN,O002570,UPI,Paid,16466.9,0
PAYRDTK2JTH,O002571,UPI,Paid,4115.32,0
PAYN9F5AM0K,O002572,Credit Card,Paid,10666.3,0
PAYHCUMTVHT,O002573,Credit Card,Paid,9325.5,0
PAY6GLZO0BL,O002574,UPI,Paid,62758.22,0
PAY7GXW3U45,O002575,UPI,Paid,17940.42,0
PAYL8B9GOKH,O002576,COD,Paid,8567.72,0
PAY38JB6XTZ,O002577,Wallet,Paid,8941.46,0
PAYOZH7GXXN,O002578,Debit Card,Paid,1076.29,0
PAYGV3VHOMS,O002579,Wallet,Paid,8355.17,0
PAYXXEYIDQJ,O002580,Credit Card,Paid,4232.27,0
PAYX6BDSQ9P,O002581,UPI,Refunded,7394.14,0
PAY482QCAM8,O002582,UPI,Paid,17907.97,0
PAYQHTDXI6X,O002583,UPI,Paid,37598.51,0
PAY0Q9ZM0C8,O002584,Debit Card,Paid,1706.04,0
PAY2JMRVWTZ,O002585,Credit Card,Paid,820.91,59
PAYH36383F7,O002586,UPI,Paid,89508.82,0
PAYN8S0WIX4,O002587,Debit Card,Paid,21633.87,0
PAYE1K9VGVM,O002588,UPI,Paid,125224.32,0
PAYQEYL0Q2U,O002589,Wallet,Paid,14229.7,0
PAYLE4GGUWH,O002590,COD,Paid,56519.94,0
PAYMPOAM49D,O002591,Credit Card,Paid,12238.84,0
PAY59BJUSSO,O002592,Credit Card,Paid,19327.7,0
PAYPYPSZRSO,O002593,UPI,Paid,17262.92,0
PAYAE0YVQ7W,O002594,Credit Card,Pending,50935.07,0
PAYR8F7NRYG,O002595,UPI,Paid,7108.14,0
PAYH3DBNXBM,O002596,Debit Card,Paid,22271.48,0
PAYCOPZX6C7,O002597,Debit Card,Paid,27967.24,0
PAYEWP642IW,O002598,Debit Card,Paid,5475.93,0
PAYPVYS1R02,O002599,Debit Card,Paid,6010.76,0
PAYIQPZ502X,O002600,UPI,Pending,26769.73,0
PAYUUA5FJTD,O002601,UPI,Paid,12193.21,0
PAYTI1QWDZ3,O002602,Debit Card,Paid,39713.97,0
PAYAWPG8GKX,O002603,COD,Paid,10077.47,0
PAYD3KTAQ2Y,O002604,Net Banking,Paid,1977.68,0
PAY3FPZPVVK,O002605,Debit Card,Pending,10849.05,0
PAYUPJ8F4JD,O002606,Net Banking,Paid,15705.51,0
PAYF00BJU3D,O002607,Debit Card,Paid,14262.82,0
PAYFDIZVLOP,O002608,UPI,Paid,5216.55,0
PAYPRCIL8XV,O002609,Debit Card,Paid,2476.8,0
PAYU19MK4VF,O002610,COD,Paid,20627.7,0
PAYFKLXB0IP,O002611,Credit Card,Paid,11166.76,0
PAY8MCS40JZ,O002612,Credit Card,Paid,8914.72,0
PAYYWY1ENMW,O002613,UPI,Paid,31000.76,0
PAY8MW5G462,O002614,COD,Paid,7989.15,0
PAY0BQ0WW1U,O002615,COD,Paid,8410.75,0
PAYAMBS7OAV,O002616,Debit Card,Paid,10476.44,0
PAY0PBW2HYS,O002617,Debit Card,Paid,121350.18,0
PAY2A2G7LEE,O002618,Debit Card,Paid,193617.21,0
PAYIX3PM7HL,O002619,Credit Card,Paid,7298.23,0
PAYKPJG9NK4,O002620,COD,Paid,8804.12,0
PAYMI0UI02K,O002621,Debit Card,Paid,1826.61,0
PAYLOT81XQT,O002622,Credit Card,Paid,31493.08,0
PAYPBHT3AX5,O002623,Debit Card,Refunded,11564.33,0
PAY672CA2E3,O002624,UPI,Paid,37393.93,0
PAYC88DZLLD,O002625,UPI,Paid,1158.56,0
PAYNZEFSQQA,O002626,Debit Card,Paid,7390.8,0
PAYUW9ZE1NB,O002627,Credit Card,Paid,111969.57,0
PAY7E47ZYNM,O002628,Credit Card,Paid,10926.43,0
PAYXC1IPN71,O002629,Net Banking,Pending,114.59,39
PAY7BW2QJN2,O002630,Credit Card,Refunded,17841.12,0
PAYV6F64E4N,O002631,Net Banking,Paid,28598.47,0
PAYYDJJBLP2,O002632,Net Banking,Pending,42766.43,0
PAYJ45Q3FWK,O002633,Credit Card,Pending,11752.26,0
PAY0XUQA28O,O002634,Credit Card,Paid,2501.19,0
PAYQ0MS3CTD,O002635,UPI,Paid,26232.21,0
PAYG7V3HKMY,O002636,Debit Card,Paid,5716.51,0
PAYE8LSD017,O002637,Debit Card,Pending,52046.27,0
PAYTXRK3O7D,O002638,Credit Card,Paid,81318.64,0
PAYCAIMFWD6,O002639,UPI,Paid,21140.55,0
PAYAOQEAWVT,O002640,Credit Card,Paid,9366.95,0
PAYOYZ600II,O002641,UPI,Paid,22851.54,0
PAY0QD97D5V,O002642,Credit Card,Paid,21236.43,0
PAYH6NHIP1U,O002643,Credit Card,Paid,26365.55,0
PAYQKTZSREN,O002644,UPI,Paid,8614.29,0
PAYH5B4GUUX,O002645,UPI,Paid,12715.4,0
PAY1GMF9L37,O002646,Credit Card,Paid,2103.99,0
PAY3H3COT9R,O002647,COD,Paid,23884.14,0
PAYE8A6AZ55,O002648,Wallet,Paid,150293.7,0
PAYG6DCAG4K,O002649,UPI,Pending,10538.34,0
PAYF3Z16P17,O002650,Credit Card,Paid,43283.41,0
PAYX8KZCZ22,O002651,Credit Card,Paid,17171.84,0
PAYFADG2JPA,O002652,Debit Card,Paid,7034.81,0
PAYO5D08TEH,O002653,Net Banking,Paid,21647.22,0
PAYOC806SEW,O002654,Net Banking,Paid,72000.06,0
PAYDCEGBP7D,O002655,Credit Card,Paid,8854.15,0
PAYF4YYKGLP,O002656,UPI,Paid,5045.56,0
PAYCM4GC5TK,O002657,Wallet,Paid,112543.03,0
PAYUQ5IAQH4,O002658,Debit Card,Paid,35858.29,0
PAYHRQ2KF8M,O002659,Credit Card,Pending,64287.68,0
PAY8XYEF9SH,O002660,Debit Card,Paid,145016.24,0
PAY1VJ7CO69,O002661,UPI,Paid,2059.5,0
PAYEKINPZEM,O002662,Credit Card,Pending,8417.42,0
PAY3U2AGD6Z,O002663,Debit Card,Paid,23200.64,0
PAYNZ0AGR58,O002664,Net Banking,Paid,236.78,39
PAY8SQYLKZC,O002665,Debit Card,Paid,12559.69,0
PAY99NSL742,O002666,UPI,Paid,42920.61,0
PAYRYM6JU70,O002667,COD,Pending,3275.24,0
PAY8YDR0MOV,O002668,COD,Paid,4952.07,0
PAYPQ6JWHKY,O002669,UPI,Paid,23351.77,0
PAY0K9QAQAW,O002670,Net Banking,Paid,69016.44,0
PAYXU3YJDRJ,O002671,Wallet,Paid,1593.84,0
PAYWB3NOBLW,O002672,Net Banking,Paid,121684.58,0
PAYD83ZA207,O002673,UPI,Paid,27128.75,0
PAY8TXBMOGF,O002674,Debit Card,Paid,35259.88,0
PAYZ33O8BHS,O002675,UPI,Paid,41540.96,0
PAYXBMC7NSZ,O002676,Debit Card,Paid,5864.06,0
PAY2FMDFHEC,O002677,Credit Card,Paid,4084.04,0
PAYIAC73N9E,O002678,Debit Card,Paid,71199.39,0
PAYW3CCNUR9,O002679,Credit Card,Paid,111010.15,0
PAY7Z8ERU66,O002680,UPI,Paid,1710.39,0
PAYCMN0Z5B7,O002681,Credit Card,Paid,58025.72,0
PAYEXSDWC4K,O002682,UPI,Paid,5915.54,0
PAYQRWX46TT,O002683,UPI,Paid,4887.62,0
PAYZ5QKJ217,O002684,Debit Card,Paid,72497.05,0
PAYRPPGMV4R,O002685,Debit Card,Paid,8059.01,0
PAYWHCRG7ZS,O002686,Credit Card,Paid,234405.75,0
PAYIAGWSFHB,O002687,UPI,Paid,325.38,49
PAY3VQ6EYSI,O002688,Net Banking,Paid,91082.14,0
PAYQK9K235P,O002689,UPI,Paid,1287.8,0
PAYKASJOPH3,O002690,Credit Card,Paid,16819.73,0
PAYQ35LTQGK,O002691,Credit Card,Paid,4968.95,0
PAYNFZKEQ1G,O002692,COD,Paid,1610.48,0
PAYH73GAJ7A,O002693,Credit Card,Paid,6093.59,0
PAYMC0JT8G2,O002694,UPI,Paid,2275.79,0
PAYKMPKIMPH,O002695,UPI,Paid,15550.92,0
PAYWAPW80I4,O002696,Debit Card,Paid,5708.96,0
PAYOUI7J7GT,O002697,UPI,Paid,355.74,39
PAYFAVJDNFE,O002698,COD,Paid,20649.01,0
PAYFUSAM4B0,O002699,UPI,Refunded,10286.79,0
PAY9V07OQKB,O002700,Net Banking,Paid,1224.96,0
PAYNGV01EQA,O002701,UPI,Paid,218128.47,0
PAY870FILK4,O002702,COD,Paid,10283.97,0
PAYOSQNL9Y5,O002703,Wallet,Paid,10346.07,0
PAY7KQV9KRB,O002704,Debit Card,Paid,17840.26,0
PAYOKKBNUBS,O002705,Credit Card,Paid,28940.39,0
PAYWLCEF5IT,O002706,Debit Card,Paid,11547.8,0
PAYYPHTKVCL,O002707,Credit Card,Paid,21268.86,0
PAYNDEU7E0Y,O002708,UPI,Paid,5261.57,0
PAY60KB3O3N,O002709,COD,Paid,6896.12,0
PAYKF4ON4HP,O002710,Net Banking,Paid,2324.31,0
PAYTWBG51KC,O002711,Debit Card,Paid,4732.41,0
PAYVYJIQFAD,O002712,Net Banking,Refunded,3086.49,0
PAY0UAMGJID,O002713,Net Banking,Paid,27270.81,0
PAYMTBVXYTD,O002714,UPI,Paid,12672.19,0
PAYYG8SFS6W,O002715,UPI,Paid,148898.02,0
PAY0SBJ6M8I,O002716,Credit Card,Pending,57560.02,0
PAYSBVCCVZO,O002717,UPI,Paid,5494.02,0
PAYJNIQ09QJ,O002718,Debit Card,Paid,1412.32,0
PAY8IK2C1S9,O002719,COD,Paid,45116.86,0
PAY0NX727OY,O002720,UPI,Paid,1920.78,0
PAYAF9JSC17,O002721,UPI,Paid,7538.69,0
PAYF0SGQXX7,O002722,COD,Paid,3117.3,0
PAYGM84EIET,O002723,Credit Card,Paid,3782.7,0
PAYJ6UBRW9B,O002724,Credit Card,Paid,14631.34,0
PAYTONS8CRH,O002725,Credit Card,Paid,7659.5,0
PAY9KFE9S9E,O002726,UPI,Paid,2265.46,0
PAYLLLQXY87,O002727,Debit Card,Paid,3899.49,0
PAYO0XW7D6K,O002728,UPI,Paid,46387.12,0
PAY0J9F1SJ0,O002729,Net Banking,Paid,8658.67,0
PAYWAM3C7KJ,O002730,UPI,Paid,675.45,59
PAYS7HAY14Z,O002731,COD,Paid,7941.8,0
PAYQ2LLGLJF,O002732,Wallet,Paid,17824.02,0
PAYY6X6VTW7,O002733,Credit Card,Paid,11325.48,0
PAYE1AHEGXN,O002734,Net Banking,Paid,4150.69,0
PAYEJ7ZRLOZ,O002735,Credit Card,Paid,14547.49,0
PAY8IICXEDF,O002736,Credit Card,Paid,31636.59,0
PAYK03GOYNY,O002737,UPI,Paid,6850.58,0
PAYPB8AKZ0G,O002738,UPI,Paid,162241.91,0
PAY7UPOOOE6,O002739,UPI,Paid,11027.5,0
PAYSWML84H9,O002740,UPI,Paid,4080.84,0
PAY55HWUM8R,O002741,UPI,Paid,3107.84,0
PAYU8KQAR78,O002742,Debit Card,Paid,15150.65,0
PAYEEZI3M9T,O002743,Debit Card,Paid,2615.86,0
PAYR52H4BTZ,O002744,UPI,Paid,4074.52,0
PAY82P4UC35,O002745,Credit Card,Paid,9775.35,0
PAYSTWPP1H0,O002746,Debit Card,Paid,3216.45,0
PAY86VYBZDZ,O002747,UPI,Paid,10532.41,0
PAYLGQ5V3VA,O002748,Net Banking,Paid,17330.44,0
PAYA39GM2JO,O002749,COD,Paid,1670.06,0
PAY9KYTEKN2,O002750,UPI,Paid,3927.03,0
PAYKA9SSDIE,O002751,Credit Card,Refunded,87213.78,0
PAYYKGTAQRF,O002752,UPI,Paid,12628.41,0
PAYKIAU0KFI,O002753,UPI,Paid,18153.86,0
PAYAD70CTH3,O002754,UPI,Paid,39751.62,0
PAYZWCHFKF5,O002755,Credit Card,Paid,48850.8,0
PAYUHOIYFK8,O002756,Credit Card,Pending,28070.8,0
PAYAS8671YU,O002757,Credit Card,Paid,55284.07,0
PAY2L089EMT,O002758,Credit Card,Paid,24223.13,0
PAY0AZ48C05,O002759,Debit Card,Paid,56100.99,0
PAYHQBQVDBQ,O002760,UPI,Paid,23015.09,0
PAYJ24VVHG2,O002761,Credit Card,Paid,122424.09,0
PAYQMVMA42F,O002762,Wallet,Paid,37096.73,0
PAY3K4BWRHA,O002763,Credit Card,Paid,31807.99,0
PAY82GAEK6Y,O002764,UPI,Paid,4588.1,0
PAYZSE6TNCE,O002765,Debit Card,Pending,57870.42,0
PAYQHR2J4O9,O002766,UPI,Paid,36072.61,0
PAYS0NYS5WP,O002767,Credit Card,Paid,20270.13,0
PAYDWNBT202,O002768,Debit Card,Paid,65082.25,0
PAY9F2GUKF1,O002769,Debit Card,Paid,3567.77,0
PAYS5GKGIFH,O002770,Debit Card,Paid,5519.3,0
PAYVW6CDGT2,O002771,Debit Card,Paid,74352.23,0
PAY1IJ3Q7I2,O002772,Wallet,Paid,29527.75,0
PAYZF1HV5RA,O002773,Net Banking,Paid,9167.04,0
PAYPWGUW5EP,O002774,Debit Card,Paid,27928.94,0
PAYGKPXBM6G,O002775,UPI,Paid,3154.78,0
PAYR9STEIOI,O002776,Credit Card,Paid,4934.33,0
PAYUJVBET0J,O002777,Credit Card,Paid,22849.72,0
PAYK5PULW8O,O002778,UPI,Paid,12597.99,0
PAY9V6CWKMD,O002779,Credit Card,Paid,18882.79,0
PAYFEA9RUWT,O002780,Debit Card,Paid,13532.04,0
PAYPYRDIP3I,O002781,Wallet,Paid,8290.46,0
PAYAJ4MF9VS,O002782,Net Banking,Paid,3787.08,0
PAYUQLM42YJ,O002783,Debit Card,Paid,2109.63,0
PAYGR128TEI,O002784,Credit Card,Paid,121746.33,0
PAYTDNHDJTK,O002785,UPI,Paid,17790.86,0
PAYGN64B95R,O002786,COD,Refunded,676.22,39
PAYYHHR56WX,O002787,Debit Card,Paid,7862.28,0
PAY05K4L1AN,O002788,Credit Card,Paid,2249.12,0
PAYWPYT3ZOJ,O002789,Credit Card,Paid,14197.89,0
PAYJYZT6USL,O002790,Wallet,Paid,2733.61,0
PAYVTK2L787,O002791,UPI,Paid,14867.67,0
PAY1TRV62SB,O002792,Wallet,Paid,47959.07,0
PAYN1QXV05Z,O002793,Credit Card,Paid,46577.06,0
PAYVY7EDEL4,O002794,UPI,Paid,23065.0,0
PAYB7T032SY,O002795,Debit Card,Paid,21797.7,0
PAYU2W5H5RJ,O002796,Debit Card,Paid,10179.44,0
PAY74W0USP5,O002797,UPI,Paid,1954.35,0
PAYFL5GYBEX,O002798,Credit Card,Paid,21278.91,0
PAYDRP91WVJ,O002799,Net Banking,Paid,45680.42,0
PAYW0XIHOFP,O002800,UPI,Paid,2636.65,0
PAYQBH0RYH5,O002801,UPI,Paid,27998.52,0
PAYZXNUB8Z0,O002802,Debit Card,Paid,10688.02,0
PAYLS9OHCWR,O002803,UPI,Paid,82250.32,0
PAYLJ4D8J5C,O002804,Net Banking,Paid,18197.88,0
PAYXCPL90HF,O002805,Credit Card,Paid,17895.57,0
PAY613CHZIN,O002806,Wallet,Paid,60547.56,0
PAYKNMKNABQ,O002807,UPI,Paid,33292.59,0
PAY3753EBIU,O002808,Credit Card,Paid,2139.75,0
PAY0952LVFK,O002809,Debit Card,Paid,45780.26,0
PAYBWD9T3FB,O002810,UPI,Pending,11667.6,0
PAYHLXJNTRS,O002811,Net Banking,Paid,7435.56,0
PAY2X0PS6U3,O002812,Net Banking,Paid,16283.39,0
PAYFT6GQ95W,O002813,UPI,Paid,9174.94,0
PAYVFUTIAZD,O002814,COD,Paid,21510.5,0
PAYVH80PSIU,O002815,Debit Card,Paid,5827.16,0
PAYORTUEVZI,O002816,Net Banking,Paid,1306.35,0
PAYF29DJ9E4,O002817,UPI,Paid,4313.3,0
PAYRFFTASPQ,O002818,Wallet,Paid,3385.21,0
PAYT5SHW5T1,O002819,Net Banking,Paid,24119.54,0
PAY1K7OIKWX,O002820,UPI,Paid,24263.62,0
PAY1CJPPXDI,O002821,UPI,Paid,4334.4,0
PAY46F8OK9W,O002822,Debit Card,Pending,13729.28,0
PAYGU8JEYQD,O002823,Net Banking,Paid,4276.06,0
PAY8LE6MRC8,O002824,UPI,Paid,27848.41,0
PAYT4C2N61M,O002825,Net Banking,Paid,7571.99,0
PAYEYWKJETO,O002826,UPI,Paid,10177.33,0
PAYVM3SKANG,O002827,Debit Card,Paid,32343.6,0
PAYNFLOCRGS,O002828,Credit Card,Paid,16260.16,0
PAYSIKN7UZO,O002829,Credit Card,Pending,10693.43,0
PAYALORLXP7,O002830,Credit Card,Paid,102621.57,0
PAYO350RUE9,O002831,UPI,Paid,38424.4,0
PAYWAKFSUE5,O002832,UPI,Paid,43270.37,0
PAY5OXT7SRN,O002833,Debit Card,Paid,11340.84,0
PAYGDPXTPJB,O002834,COD,Paid,44380.25,0
PAY4IP9YCEO,O002835,Credit Card,Paid,12204.6,0
PAY653YFC7L,O002836,Debit Card,Refunded,31562.04,0
PAYVI3EYGZ8,O002837,UPI,Paid,10283.83,0
PAYS0LJ3Z5O,O002838,Debit Card,Paid,4087.72,0
PAYM1RQ881S,O002839,Credit Card,Paid,1363.39,0
PAY6X5943EN,O002840,Wallet,Paid,29008.76,0
PAYIEOEUYD7,O002841,COD,Paid,10797.72,0
PAYI1D7XY5K,O002842,UPI,Paid,128267.25,0
PAYABGZ0XZI,O002843,COD,Paid,38236.76,0
PAYJSG49LPY,O002844,COD,Paid,37219.56,0
PAY2X0J9Q57,O002845,UPI,Paid,7658.18,0
PAYZ6CX72ZD,O002846,UPI,Paid,2137.45,0
PAYC026ZO3Z,O002847,Wallet,Paid,7224.86,0
PAYG5OJ076B,O002848,UPI,Paid,1906.42,0
PAY9KS1G4KT,O002849,UPI,Paid,78490.09,0
PAY089LW8BA,O002850,Debit Card,Paid,57469.85,0
PAY3M171IYX,O002851,COD,Paid,31336.54,0
PAY4PLO8OIB,O002852,UPI,Paid,20663.6,0
PAY8A7JQDOP,O002853,COD,Paid,3025.6,0
PAYSLEY1LO8,O002854,Credit Card,Paid,30046.85,0
PAYA4GLYCJ7,O002855,Credit Card,Paid,9524.41,0
PAYGSCQKKVO,O002856,Debit Card,Paid,14600.93,0
PAYP6U9HXDH,O002857,Net Banking,Paid,36882.11,0
PAYCZYUWOFU,O002858,UPI,Paid,76842.26,0
PAYV4HOAKOE,O002859,UPI,Paid,14085.27,0
PAYEUP0SOAT,O002860,COD,Paid,7331.53,0
PAYZ3MEZ7IS,O002861,COD,Paid,8663.2,0
PAYRGR9953C,O002862,Net Banking,Paid,7722.41,0
PAY89L5Y4RG,O002863,Debit Card,Paid,102606.42,0
PAYPMC51BFX,O002864,Debit Card,Paid,25669.24,0
PAYGNB3EP18,O002865,Net Banking,Pending,54051.56,0
PAYHJD53XQ1,O002866,UPI,Refunded,73633.62,0
PAYVP90P9JP,O002867,Credit Card,Paid,5481.96,0
PAYTX7WGILC,O002868,Wallet,Paid,37104.09,0
PAYWRGJGYCC,O002869,Debit Card,Paid,536.3,39
PAY98WS5137,O002870,UPI,Paid,21691.73,0
PAYAIQZZLH0,O002871,Credit Card,Paid,12615.67,0
PAY4S9DH7WY,O002872,Credit Card,Paid,14694.6,0
PAY1U6XWHK1,O002873,UPI,Paid,1593.51,0
PAYMF692PZ0,O002874,Net Banking,Paid,7947.89,0
PAYA14QKDFG,O002875,UPI,Paid,11007.54,0
