customer_id,region,state,city,gender,age_bracket,signup_source,first_order_date
C02435,Central,Rajasthan,Bhubaneswar,Female,25-34,Organic,2024-11-07
C02436,East,Haryana,Chennai,Prefer not to say,25-34,Organic,2024-08-03
C02437,West,Gujarat,Indore,Male,25-34,Social,2024-03-28
C02438,South,West Bengal,Jaipur,Prefer not to say,35-44,Social,2024-01-09
C02439,South,Rajasthan,Chandigarh,Female,25-34,Referral,2024-06-28
C02440,South,West Bengal,Mumbai,Male,25-34,Paid Search,2024-09-03
C02441,East,Telangana,Coimbatore,Female,45-54,Organic,2024-07-25
C02442,West,Haryana,Kolkata,Prefer not to say,18-24,Referral,2024-01-12
C02443,North,Punjab,Coimbatore,Other,25-34,Social,2024-05-28
C02444,Central,Maharashtra,New Delhi,Other,18-24,Social,2024-05-07
C02445,South,West Bengal,Bhubaneswar,Other,25-34,Organic,2024-01-24
C02446,North,Delhi,Mysuru,Prefer not to say,35-44,Organic,2024-08-13
C02447,West,Karnataka,Chennai,Prefer not to say,25-34,Organic,2024-01-17
C02448,South,Gujarat,Chandigarh,Prefer not to say,18-24,Organic,2024-02-24
C02449,East,Karnataka,Bengaluru,Female,18-24,Email,2024-01-30
C02450,East,Haryana,Hyderabad,Prefer not to say,18-24,Paid Search,2024-05-01
C02451,North,Rajasthan,Bhubaneswar,Female,18-24,Organic,2024-06-07
C02452,West,Uttar Pradesh,Jaipur,Male,55-64,Organic,2024-04-01
C02453,South,Rajasthan,Lucknow,Male,55-64,Organic,2024-12-13
C02454,Central,Bihar,Bengaluru,Female,45-54,Paid Search,2024-04-08
C02455,North,Tamil Nadu,Indore,Prefer not to say,55-64,Paid Search,2024-07-04
C02456,North,Tamil Nadu,Chennai,Other,35-44,Organic,2024-03-13
C02457,East,Tamil Nadu,Bhubaneswar,Male,18-24,Email,2024-01-22
C02458,Central,Delhi,Mumbai,Male,25-34,Organic,2024-01-31
C02459,Central,Rajasthan,Mumbai,Female,45-54,Organic,2024-05-10
C02460,West,West Bengal,Indore,Female,55-64,Social,
C02461,North,Madhya Pradesh,Bengaluru,Prefer not to say,35-44,Referral,2024-02-14
C02462,South,Punjab,Kolkata,Other,18-24,Organic,2024-03-21
C02463,South,Odisha,Jaipur,Female,25-34,Organic,2024-01-03
C02464,North,Karnataka,Patna,Female,45-54,Email,2025-04-11
C02465,North,Gujarat,Kolkata,Male,25-34,Organic,2024-01-07
C02466,South,Odisha,New Delhi,Male,55-64,Paid Search,2024-04-22
C02467,Central,Karnataka,Patna,Female,25-34,Organic,2024-01-31
C02468,East,Bihar,Kochi,Male,55-64,Paid Search,2024-06-16
C02469,Central,Madhya Pradesh,Kolkata,Prefer not to say,45-54,Referral,2024-02-29
C02470,South,West Bengal,New Delhi,Male,25-34,Paid Search,2024-10-18
C02471,East,Maharashtra,Gurugram,Male,45-54,Organic,2025-05-24
C02472,East,Karnataka,Chandigarh,Female,45-54,Email,2024-08-16
C02473,West,West Bengal,Kolkata,Male,35-44,Social,2024-09-25
C02474,Central,Maharashtra,Lucknow,Other,45-54,Referral,2024-02-02
C02475,South,Karnataka,Chennai,Prefer not to say,25-34,Organic,2024-02-09
C02476,West,Telangana,Vadodara,Female,25-34,Social,2025-05-20
C02477,Central,Haryana,Coimbatore,Male,25-34,Social,2024-02-16
C02478,Central,Telangana,New Delhi,Other,25-34,Social,2024-07-04
C02479,South,Kerala,Chandigarh,Other,25-34,Social,2024-11-26
C02480,West,Tamil Nadu,Kochi,Female,35-44,Organic,2024-01-29
C02481,Central,Gujarat,Bengaluru,Prefer not to say,25-34,Social,2024-04-14
C02482,South,West Bengal,Mysuru,Female,25-34,Organic,2024-06-25
C02483,Central,Delhi,Bengaluru,Female,55-64,Social,2024-09-18
C02484,West,Telangana,Jaipur,Male,55-64,Paid Search,2024-01-25
C02485,North,Madhya Pradesh,Chennai,Male,25-34,Email,2024-01-09
C02486,East,Gujarat,Pune,Male,35-44,Social,2024-06-23
C02487,South,Tamil Nadu,Chandigarh,Female,25-34,Paid Search,2024-02-13
C02488,West,Delhi,Vadodara,Other,18-24,Organic,2024-07-17
C02489,East,Tamil Nadu,Lucknow,Female,18-24,Organic,2024-08-01
C02490,East,Uttar Pradesh,Patna,Female,65+,Organic,2024-02-27
C02491,East,Delhi,Kochi,Male,35-44,Referral,2024-07-31
C02492,North,Delhi,Coimbatore,Male,35-44,Organic,2024-12-01
C02493,Central,Punjab,Jaipur,Prefer not to say,35-44,Social,2024-12-15
C02494,South,Uttar Pradesh,Kochi,Prefer not to say,35-44,Social,2024-02-10
C02495,North,Kerala,Bengaluru,Prefer not to say,65+,Paid Search,2024-05-13
C02496,North,Maharashtra,Kolkata,Male,25-34,Social,
C02497,North,Delhi,Hyderabad,Male,18-24,Email,2025-05-05
C02498,South,Madhya Pradesh,Coimbatore,Male,18-24,Organic,2024-07-23
C02499,West,Uttar Pradesh,Chennai,Prefer not to say,45-54,Paid Search,2024-04-15
C02500,South,Telangana,Ahmedabad,Male,25-34,Paid Search,2024-10-31
C02501,Central,West Bengal,Ahmedabad,Male,45-54,Organic,
C02502,Central,Telangana,Indore,Prefer not to say,45-54,Organic,2024-02-25
C02503,East,Kerala,Kolkata,Prefer not to say,45-54,Referral,2024-09-20
C02504,West,Maharashtra,Gurugram,Prefer not to say,25-34,Paid Search,2025-03-19
C02505,West,Tamil Nadu,Pune,Prefer not to say,18-24,Social,2024-06-22
C02506,West,Uttar Pradesh,Vadodara,Male,35-44,Social,2024-04-05
C02507,North,Bihar,Pune,Prefer not to say,25-34,Organic,2024-10-19
C02508,East,West Bengal,Chennai,Male,18-24,Organic,2024-02-23
C02509,East,Uttar Pradesh,Ahmedabad,Prefer not to say,35-44,Referral,
C02510,West,Rajasthan,Indore,Other,35-44,Paid Search,
C02511,Central,West Bengal,Coimbatore,Prefer not to say,55-64,Social,2024-02-09
C02512,South,Maharashtra,Kochi,Prefer not to say,55-64,Paid Search,2025-02-20
C02513,South,Delhi,Hyderabad,Female,25-34,Organic,2024-02-09
C02514,East,Karnataka,Mysuru,Prefer not to say,35-44,Organic,
C02515,West,West Bengal,Patna,Other,25-34,Paid Search,2025-04-23
C02516,East,West Bengal,Pune,Female,35-44,Social,2024-11-12
C02517,North,West Bengal,Mumbai,Prefer not to say,18-24,Organic,2024-03-19
C02518,South,Odisha,Surat,Male,35-44,Email,2024-08-09
C02519,East,Punjab,Patna,Other,35-44,Email,2024-12-02
C02520,East,Uttar Pradesh,Pune,Female,45-54,Paid Search,2024-01-30
C02521,West,Kerala,Chandigarh,Male,25-34,Social,2024-02-13
C02522,North,Delhi,Pune,Other,35-44,Social,2024-12-26
C02523,South,Kerala,Bengaluru,Other,25-34,Paid Search,2024-08-12
C02524,South,Madhya Pradesh,Bhubaneswar,Other,25-34,Paid Search,2025-08-09
C02525,Central,Delhi,Vadodara,Male,25-34,Referral,2024-02-28
C02526,North,Karnataka,New Delhi,Prefer not to say,25-34,Organic,2024-04-28
C02527,North,West Bengal,Surat,Male,25-34,Social,2025-02-09
C02528,South,Odisha,Patna,Prefer not to say,25-34,Organic,2024-04-16
C02529,Central,Telangana,Indore,Prefer not to say,35-44,Organic,2024-08-13
C02530,West,Madhya Pradesh,Indore,Female,55-64,Email,2024-02-29
C02531,East,Maharashtra,Surat,Male,35-44,Organic,2024-10-29
C02532,West,Telangana,Kolkata,Other,35-44,Organic,
C02533,West,Karnataka,Ahmedabad,Female,25-34,Organic,
C02534,West,Maharashtra,Chennai,Prefer not to say,55-64,Organic,2024-02-22
C02535,West,Kerala,Indore,Male,35-44,Social,2024-04-12
C02536,South,Tamil Nadu,Gurugram,Male,25-34,Organic,2024-01-22
C02537,South,Delhi,Pune,Female,65+,Paid Search,2024-05-21
C02538,South,Rajasthan,Surat,Male,35-44,Organic,2024-03-05
C02539,South,Delhi,Mumbai,Male,25-34,Paid Search,2024-01-27
C02540,West,Telangana,Patna,Female,18-24,Organic,2025-02-27
C02541,North,Bihar,Ahmedabad,Other,45-54,Organic,2024-08-08
C02542,North,Maharashtra,Chandigarh,Other,25-34,Paid Search,2024-05-07
C02543,North,Maharashtra,Kochi,Male,45-54,Organic,2025-04-25
C02544,North,Rajasthan,Pune,Female,35-44,Organic,2024-10-25
C02545,North,Karnataka,Lucknow,Female,18-24,Organic,2024-01-09
C02546,Central,Maharashtra,Kolkata,Female,45-54,Organic,2024-02-07
C02547,Central,West Bengal,Vadodara,Other,18-24,Paid Search,2024-10-15
C02548,West,Odisha,Pune,Other,45-54,Organic,2024-01-04
C02549,East,Madhya Pradesh,Patna,Other,25-34,Organic,2024-01-13
C02550,East,Kerala,Kochi,Male,25-34,Paid Search,2024-05-22
C02551,West,Gujarat,Chandigarh,Female,35-44,Organic,2024-08-13
C02552,North,Gujarat,Kochi,Female,25-34,Organic,2024-01-10
C02553,South,Rajasthan,Chandigarh,Female,25-34,Organic,2024-01-17
C02554,Central,Madhya Pradesh,New Delhi,Other,45-54,Email,2024-03-12
C02555,East,Haryana,Jaipur,Prefer not to say,65+,Referral,2025-06-12
C02556,Central,Madhya Pradesh,Pune,Prefer not to say,35-44,Social,2024-04-22
C02557,North,Kerala,Kolkata,Other,25-34,Social,2024-04-17
C02558,North,Karnataka,Gurugram,Other,25-34,Paid Search,2025-03-26
C02559,South,Kerala,Bhubaneswar,Prefer not to say,45-54,Organic,2024-05-31
C02560,North,West Bengal,Vadodara,Other,25-34,Email,2025-01-01
C02561,North,West Bengal,Pune,Prefer not to say,18-24,Paid Search,2024-12-13
C02562,South,Telangana,Vadodara,Male,55-64,Social,2024-02-14
C02563,Central,Bihar,Mysuru,Female,35-44,Organic,
C02564,North,Tamil Nadu,Pune,Other,25-34,Referral,2024-06-15
C02565,West,Bihar,Coimbatore,Male,35-44,Paid Search,
C02566,North,Odisha,Bhubaneswar,Prefer not to say,18-24,Organic,2024-04-01
C02567,South,Kerala,Coimbatore,Male,55-64,Organic,2024-09-16
C02568,North,Delhi,Ahmedabad,Female,35-44,Organic,2024-03-13
C02569,South,West Bengal,Bengaluru,Other,35-44,Email,2024-03-14
C02570,East,Odisha,Chandigarh,Male,35-44,Organic,2024-02-15
C02571,West,Haryana,Lucknow,Female,35-44,Social,2024-11-14
C02572,Central,Kerala,Hyderabad,Prefer not to say,25-34,Referral,2025-05-18
C02573,South,Maharashtra,Kochi,Female,35-44,Email,2024-07-08
C02574,West,Kerala,Kochi,Prefer not to say,35-44,Organic,2024-05-15
C02575,West,Kerala,Coimbatore,Male,25-34,Organic,2024-06-05
C02576,North,Delhi,Lucknow,Other,55-64,Social,2025-02-28
C02577,North,Maharashtra,New Delhi,Other,35-44,Organic,2025-07-29
C02578,South,Haryana,Surat,Female,25-34,Social,2024-08-07
C02579,South,Madhya Pradesh,Gurugram,Other,25-34,Organic,2024-02-21
C02580,North,West Bengal,Surat,Other,35-44,Organic,2024-05-17
C02581,Central,Karnataka,Surat,Male,25-34,Paid Search,2025-03-18
C02582,West,Bihar,Chandigarh,Other,18-24,Offline,2024-02-12
C02583,South,Punjab,Gurugram,Male,25-34,Organic,2024-03-11
C02584,North,Maharashtra,Chandigarh,Prefer not to say,25-34,Social,2024-03-22
C02585,East,Gujarat,Hyderabad,Male,25-34,Paid Search,2024-03-29
C02586,South,Rajasthan,Bhubaneswar,Other,18-24,Organic,2024-01-30
C02587,Central,Tamil Nadu,Mumbai,Other,25-34,Referral,2024-06-04
C02588,North,Telangana,Mysuru,Other,55-64,Organic,2025-07-19
C02589,West,Bihar,Surat,Male,35-44,Email,2024-06-29
C02590,West,Rajasthan,Indore,Female,25-34,Referral,2024-10-04
C02591,South,Punjab,Kochi,Male,18-24,Email,2024-01-07
C02592,North,Bihar,Jaipur,Male,45-54,Email,2024-06-05
C02593,West,Bihar,Pune,Other,35-44,Organic,2025-07-08
C02594,North,Bihar,Ahmedabad,Prefer not to say,55-64,Organic,2024-03-07
C02595,West,Gujarat,Patna,Other,25-34,Social,2025-05-03
C02596,West,Punjab,Chandigarh,Female,45-54,Email,2025-03-15
C02597,East,Uttar Pradesh,Indore,Male,25-34,Referral,2024-02-04
C02598,West,Haryana,Coimbatore,Female,35-44,Organic,2024-02-28
C02599,Central,Tamil Nadu,Kochi,Female,25-34,Organic,2024-06-30
C02600,West,Bihar,Indore,Male,25-34,Offline,2024-01-12
C02601,West,Madhya Pradesh,Hyderabad,Prefer not to say,35-44,Social,2024-09-12
C02602,South,Telangana,Hyderabad,Male,65+,Organic,2024-02-18
C02603,North,Punjab,Kolkata,Other,45-54,Paid Search,
C02604,North,Haryana,Surat,Male,45-54,Organic,2024-01-14
C02605,South,West Bengal,Patna,Female,55-64,Organic,2024-07-24
C02606,West,Maharashtra,Gurugram,Male,25-34,Social,2025-02-27
C02607,Central,Karnataka,New Delhi,Other,25-34,Social,2025-04-21
C02608,South,Madhya Pradesh,Patna,Prefer not to say,25-34,Social,2024-04-29
C02609,North,Delhi,Mumbai,Male,25-34,Organic,2024-02-09
C02610,East,West Bengal,Pune,Male,25-34,Paid Search,2024-01-26
C02611,North,Kerala,Chandigarh,Prefer not to say,18-24,Organic,2024-07-11
C02612,East,Bihar,Chandigarh,Prefer not to say,25-34,Organic,2024-09-29
C02613,North,Gujarat,Bengaluru,Female,35-44,Referral,2024-04-14
C02614,West,Maharashtra,New Delhi,Male,18-24,Paid Search,2024-11-12
C02615,Central,Karnataka,Surat,Prefer not to say,35-44,Paid Search,2025-07-12
C02616,Central,Telangana,New Delhi,Male,35-44,Paid Search,
C02617,West,West Bengal,Pune,Other,35-44,Organic,
C02618,North,Madhya Pradesh,Hyderabad,Other,35-44,Social,2024-02-07
C02619,South,Maharashtra,Coimbatore,Prefer not to say,18-24,Organic,2024-07-31
C02620,West,Bihar,Bengaluru,Prefer not to say,65+,Paid Search,2024-02-08
C02621,Central,Maharashtra,Mysuru,Female,35-44,Email,
C02622,North,Punjab,Kolkata,Male,35-44,Paid Search,2025-08-14
C02623,South,Bihar,Vadodara,Female,45-54,Referral,2024-10-15
C02624,East,Uttar Pradesh,Bhubaneswar,Female,25-34,Paid Search,2024-05-02
C02625,Central,Karnataka,Hyderabad,Male,25-34,Email,2024-06-19
C02626,North,Kerala,Ahmedabad,Other,35-44,Organic,2024-04-21
C02627,North,Bihar,Mumbai,Female,45-54,Paid Search,2024-04-06
C02628,East,Uttar Pradesh,Indore,Male,18-24,Paid Search,2024-11-12
C02629,South,West Bengal,Bengaluru,Other,25-34,Referral,2024-12-07
C02630,East,Karnataka,Mysuru,Prefer not to say,25-34,Referral,2025-01-20
C02631,West,Tamil Nadu,Surat,Other,35-44,Organic,2024-01-11
C02632,Central,Uttar Pradesh,Gurugram,Male,65+,Paid Search,2024-06-09
C02633,North,Haryana,New Delhi,Male,25-34,Paid Search,2024-09-07
C02634,South,Karnataka,Kolkata,Other,45-54,Organic,2024-07-01
C02635,South,Bihar,Kolkata,Male,25-34,Organic,2024-05-08
C02636,East,Madhya Pradesh,Gurugram,Male,25-34,Referral,2024-05-30
C02637,West,Haryana,Vadodara,Female,25-34,Organic,2024-04-17
C02638,East,Uttar Pradesh,Lucknow,Prefer not to say,18-24,Organic,2024-01-17
C02639,West,Kerala,Ahmedabad,Prefer not to say,55-64,Organic,2024-07-16
C02640,West,Maharashtra,Lucknow,Male,65+,Paid Search,2024-06-05
C02641,North,Uttar Pradesh,Kolkata,Other,18-24,Email,2024-07-21
C02642,East,Kerala,Kolkata,Male,25-34,Social,2024-07-10
C02643,East,West Bengal,Hyderabad,Prefer not to say,65+,Organic,2024-04-08
C02644,Central,West Bengal,Bengaluru,Male,18-24,Social,2024-02-24
C02645,North,Maharashtra,Lucknow,Female,25-34,Organic,2024-12-11
C02646,West,Kerala,Coimbatore,Female,18-24,Organic,2024-11-12
C02647,East,Gujarat,Chennai,Other,45-54,Organic,2024-03-21
C02648,South,Punjab,Lucknow,Male,25-34,Social,2024-01-07
C02649,North,Telangana,Bengaluru,Prefer not to say,25-34,Organic,
C02650,North,Delhi,Chandigarh,Female,45-54,Organic,2024-05-08
C02651,East,Tamil Nadu,Mysuru,Prefer not to say,45-54,Email,2024-05-28
C02652,East,Maharashtra,Mysuru,Other,25-34,Paid Search,2024-05-20
C02653,Central,Uttar Pradesh,Lucknow,Female,25-34,Paid Search,2024-08-27
C02654,South,Odisha,Mumbai,Other,55-64,Email,2024-05-20
C02655,South,Punjab,Chandigarh,Other,25-34,Social,2024-01-14
C02656,Central,Punjab,Coimbatore,Prefer not to say,55-64,Email,2024-02-01
C02657,South,Rajasthan,Surat,Other,35-44,Paid Search,2024-11-20
C02658,South,Karnataka,Mysuru,Male,25-34,Email,2025-04-21
C02659,Central,Tamil Nadu,Chandigarh,Other,18-24,Paid Search,2025-03-20
C02660,South,Karnataka,Gurugram,Prefer not to say,25-34,Organic,2024-01-30
C02661,South,Haryana,Bhubaneswar,Prefer not to say,25-34,Offline,2024-05-06
C02662,Central,Gujarat,Bhubaneswar,Other,18-24,Paid Search,2024-07-20
C02663,Central,Telangana,Patna,Male,18-24,Organic,2024-02-22
C02664,East,Telangana,Chennai,Prefer not to say,25-34,Paid Search,2024-02-26
C02665,North,Punjab,Kochi,Female,25-34,Organic,2024-01-06
C02666,North,Maharashtra,Jaipur,Male,18-24,Organic,2024-07-16
C02667,North,Madhya Pradesh,Mumbai,Other,55-64,Email,2024-04-12
C02668,North,Uttar Pradesh,Pune,Prefer not to say,25-34,Paid Search,2024-01-02
C02669,South,Kerala,Mysuru,Prefer not to say,55-64,Organic,2025-01-14
C02670,Central,Rajasthan,Mysuru,Female,45-54,Email,2025-07-10
C02671,Central,West Bengal,Bengaluru,Male,18-24,Organic,2025-01-24
C02672,West,Odisha,Bengaluru,Other,55-64,Paid Search,2024-07-04
C02673,Central,Delhi,Mysuru,Female,18-24,Organic,2025-03-20
C02674,South,Madhya Pradesh,Bhubaneswar,Male,25-34,Social,2024-12-19
C02675,East,Tamil Nadu,Chennai,Male,35-44,Offline,2024-12-26
C02676,North,Uttar Pradesh,Gurugram,Prefer not to say,25-34,Paid Search,2024-01-16
C02677,South,Rajasthan,Chandigarh,Other,35-44,Paid Search,2025-01-08
C02678,South,Maharashtra,Kochi,Female,18-24,Offline,2024-02-20
C02679,West,Telangana,Indore,Other,45-54,Paid Search,2025-01-17
C02680,North,Telangana,Kolkata,Prefer not to say,35-44,Organic,2024-06-21
C02681,Central,Delhi,Indore,Female,35-44,Social,2024-01-20
C02682,Central,Odisha,Bhubaneswar,Prefer not to say,35-44,Offline,2024-04-12
C02683,North,Karnataka,Gurugram,Prefer not to say,35-44,Organic,2024-07-07
C02684,East,Gujarat,Indore,Female,45-54,Organic,
C02685,South,Karnataka,Gurugram,Prefer not to say,25-34,Organic,
C02686,North,Gujarat,Bengaluru,Prefer not to say,25-34,Referral,
C02687,North,Rajasthan,Kolkata,Male,25-34,Referral,2024-01-23
C02688,West,West Bengal,New Delhi,Female,35-44,Organic,2024-05-19
C02689,South,Tamil Nadu,Lucknow,Prefer not to say,45-54,Organic,2024-02-05
C02690,East,West Bengal,Gurugram,Other,25-34,Paid Search,
C02691,Central,West Bengal,Ahmedabad,Other,25-34,Organic,2024-05-28
C02692,West,Maharashtra,Bhubaneswar,Male,35-44,Paid Search,2024-03-05
C02693,West,Tamil Nadu,Gurugram,Female,25-34,Email,2024-08-17
C02694,North,Gujarat,Kolkata,Male,35-44,Referral,2024-07-29
C02695,South,Telangana,Mumbai,Prefer not to say,18-24,Paid Search,2024-01-06
C02696,North,West Bengal,Kochi,Male,45-54,Paid Search,2025-03-13
C02697,West,Kerala,Kolkata,Other,35-44,Organic,
C02698,West,Maharashtra,Patna,Prefer not to say,18-24,Paid Search,2024-01-30
C02699,East,Punjab,Hyderabad,Prefer not to say,25-34,Referral,2024-01-21
C02700,South,Uttar Pradesh,Chandigarh,Female,25-34,Email,2024-09-16
C02701,South,Maharashtra,Bengaluru,Male,55-64,Organic,2024-10-07
C02702,North,Gujarat,Mysuru,Male,25-34,Email,2024-10-28
C02703,West,Karnataka,Kochi,Female,55-64,Paid Search,2025-04-17
C02704,East,West Bengal,Pune,Other,25-34,Paid Search,2025-01-13
C02705,West,Rajasthan,Chennai,Male,35-44,Organic,2024-01-24
C02706,Central,Madhya Pradesh,Hyderabad,Male,35-44,Organic,2024-07-24
C02707,North,Delhi,Lucknow,Other,18-24,Paid Search,2024-12-24
C02708,West,Haryana,Jaipur,Male,25-34,Organic,2024-03-23
C02709,Central,Rajasthan,New Delhi,Male,25-34,Organic,
C02710,South,Delhi,Surat,Male,25-34,Organic,2024-01-26
C02711,West,Maharashtra,Hyderabad,Female,65+,Paid Search,2024-05-09
C02712,South,Telangana,Kolkata,Prefer not to say,25-34,Paid Search,2024-05-10
C02713,South,Karnataka,Vadodara,Female,65+,Organic,2024-04-26
C02714,West,Bihar,Mumbai,Prefer not to say,35-44,Social,2024-06-03
C02715,South,Uttar Pradesh,Indore,Male,35-44,Organic,2024-02-07
C02716,West,Gujarat,Patna,Female,35-44,Organic,2024-02-12
C02717,North,Uttar Pradesh,Patna,Other,35-44,Social,2024-03-04
C02718,East,Maharashtra,Lucknow,Other,25-34,Referral,2025-04-05
C02719,South,Gujarat,Patna,Other,18-24,Referral,
C02720,South,Odisha,Mumbai,Female,25-34,Organic,2024-01-11
C02721,East,Karnataka,Mumbai,Male,18-24,Email,2025-01-10
C02722,East,Telangana,Pune,Female,18-24,Organic,2024-06-17
C02723,East,West Bengal,Ahmedabad,Prefer not to say,25-34,Social,2024-05-08
C02724,East,Gujarat,Kochi,Female,35-44,Organic,2024-09-20
C02725,Central,Maharashtra,Bengaluru,Male,25-34,Organic,2024-02-23
C02726,East,Gujarat,Gurugram,Other,25-34,Paid Search,2024-01-11
C02727,South,Delhi,Lucknow,Prefer not to say,35-44,Organic,2024-03-07
C02728,South,Maharashtra,New Delhi,Female,25-34,Paid Search,2024-04-15
C02729,South,Karnataka,Surat,Male,65+,Email,2024-06-06
C02730,North,Haryana,Bhubaneswar,Female,45-54,Organic,2024-02-18
C02731,East,Uttar Pradesh,Vadodara,Other,18-24,Organic,
C02732,South,Haryana,Pune,Male,25-34,Paid Search,2024-04-04
C02733,South,Karnataka,Hyderabad,Prefer not to say,45-54,Referral,2024-09-08
C02734,Central,Uttar Pradesh,Lucknow,Other,45-54,Organic,2024-03-29
C02735,West,Odisha,Gurugram,Female,35-44,Organic,2024-07-08
C02736,North,Odisha,Patna,Prefer not to say,18-24,Social,2024-01-05
C02737,Central,West Bengal,Mysuru,Female,18-24,Paid Search,2024-09-11
C02738,East,Tamil Nadu,Vadodara,Male,25-34,Social,
C02739,Central,Telangana,Mumbai,Female,45-54,Organic,2024-04-16
C02740,West,Punjab,Kolkata,Prefer not to say,45-54,Organic,
C02741,Central,Kerala,Coimbatore,Female,25-34,Social,2025-02-26
C02742,Central,Tamil Nadu,Bhubaneswar,Prefer not to say,35-44,Offline,2024-03-16
C02743,West,Uttar Pradesh,Chandigarh,Other,25-34,Social,2025-05-20
C02744,North,Delhi,Ahmedabad,Male,35-44,Email,2025-08-10
C02745,Central,Madhya Pradesh,Kolkata,Female,18-24,Social,2024-11-13
C02746,West,Odisha,Mysuru,Other,35-44,Organic,2024-09-05
C02747,East,Telangana,Jaipur,Other,25-34,Organic,2024-01-24
C02748,South,Uttar Pradesh,New Delhi,Male,35-44,Referral,2025-02-02
C02749,South,Karnataka,Coimbatore,Other,35-44,Social,2024-11-19
C02750,East,Karnataka,Hyderabad,Male,35-44,Organic,
C02751,South,Telangana,Mumbai,Male,25-34,Paid Search,2024-10-18
C02752,North,Uttar Pradesh,New Delhi,Other,25-34,Organic,2024-01-24
C02753,East,Kerala,Vadodara,Other,35-44,Organic,2024-02-17
C02754,East,Maharashtra,Coimbatore,Male,25-34,Paid Search,2024-01-10
C02755,East,West Bengal,Vadodara,Other,18-24,Email,2024-08-06
C02756,East,Karnataka,Bengaluru,Male,45-54,Social,2024-01-24
C02757,South,Haryana,Lucknow,Other,18-24,Referral,
C02758,Central,Karnataka,Coimbatore,Female,45-54,Social,2025-04-23
C02759,East,Haryana,Chandigarh,Male,18-24,Social,2024-02-21
C02760,South,Bihar,Bhubaneswar,Other,45-54,Paid Search,2024-12-09
C02761,Central,Telangana,Kolkata,Prefer not to say,35-44,Paid Search,2024-07-06
C02762,South,Tamil Nadu,Bhubaneswar,Prefer not to say,35-44,Organic,2024-03-30
C02763,West,Gujarat,Hyderabad,Female,35-44,Organic,
C02764,West,Rajasthan,Ahmedabad,Male,25-34,Organic,2024-03-31
C02765,South,Bihar,Ahmedabad,Prefer not to say,35-44,Organic,
C02766,East,Haryana,Ahmedabad,Female,35-44,Referral,2024-11-17
C02767,South,Telangana,Ahmedabad,Prefer not to say,18-24,Organic,2024-05-10
C02768,South,Kerala,Vadodara,Female,18-24,Referral,
C02769,West,Tamil Nadu,Chennai,Male,35-44,Paid Search,2025-04-16
C02770,North,Rajasthan,Chandigarh,Male,18-24,Social,2024-02-29
C02771,Central,Haryana,Bengaluru,Female,45-54,Referral,2024-04-27
C02772,North,West Bengal,Chandigarh,Female,35-44,Organic,2025-06-18
C02773,North,Bihar,Bengaluru,Male,18-24,Organic,2024-03-30
C02774,East,Delhi,Chennai,Male,25-34,Organic,2024-05-22
C02775,North,Kerala,Vadodara,Female,25-34,Paid Search,2024-01-18
C02776,Central,Punjab,New Delhi,Other,55-64,Social,2025-01-26
C02777,South,Bihar,Chennai,Male,45-54,Social,2024-07-15
C02778,West,Rajasthan,Surat,Male,18-24,Social,
C02779,West,Telangana,Kochi,Male,25-34,Social,2024-08-29
C02780,Central,Delhi,Mumbai,Other,25-34,Offline,2024-04-29
C02781,North,Kerala,Coimbatore,Female,25-34,Organic,
C02782,North,Bihar,Mumbai,Other,55-64,Organic,2024-01-13
C02783,West,Maharashtra,Mysuru,Male,35-44,Social,2024-06-09
C02784,North,Karnataka,Jaipur,Male,45-54,Offline,2024-05-18
C02785,South,West Bengal,Chandigarh,Other,65+,Organic,2024-11-27
C02786,South,Kerala,Indore,Prefer not to say,45-54,Social,2025-03-31
C02787,West,Kerala,New Delhi,Male,35-44,Organic,2024-01-29
C02788,North,Maharashtra,Jaipur,Other,35-44,Offline,2024-04-07
C02789,Central,Gujarat,Chennai,Other,55-64,Paid Search,2024-04-27
C02790,North,Maharashtra,Gurugram,Female,18-24,Organic,2025-01-23
C02791,South,Madhya Pradesh,Hyderabad,Prefer not to say,45-54,Social,2024-11-14
C02792,Central,Uttar Pradesh,Kochi,Male,25-34,Organic,2024-11-11
C02793,South,Kerala,Patna,Other,25-34,Paid Search,2024-07-07
C02794,East,Madhya Pradesh,Indore,Female,55-64,Social,2024-06-05
C02795,East,Telangana,Pune,Other,25-34,Paid Search,2024-02-01
C02796,North,Punjab,Chennai,Male,18-24,Offline,2025-03-29
C02797,East,Punjab,Hyderabad,Male,25-34,Paid Search,2024-04-03
C02798,West,West Bengal,Bhubaneswar,Female,25-34,Social,2024-01-12
C02799,West,Maharashtra,Surat,Other,35-44,Social,2024-01-22
C02800,East,Tamil Nadu,Chennai,Male,25-34,Organic,2024-02-05
C02801,East,Tamil Nadu,Chandigarh,Other,18-24,Social,2024-09-08
C02802,West,Rajasthan,Patna,Prefer not to say,18-24,Paid Search,2024-08-17
C02803,South,Madhya Pradesh,Kochi,Male,45-54,Email,2024-05-19
C02804,Central,West Bengal,Patna,Prefer not to say,25-34,Paid Search,2024-01-30
C02805,West,Uttar Pradesh,Coimbatore,Male,18-24,Social,2025-06-25
C02806,Central,West Bengal,Chennai,Prefer not to say,45-54,Organic,2024-07-14
C02807,South,Uttar Pradesh,Surat,Female,25-34,Referral,2024-12-14
C02808,North,Delhi,Gurugram,Male,45-54,Organic,2024-06-03
