session_id,customer_id,session_start,source,medium,campaign_id,device,pages_viewed,duration_seconds,bounced
SESSYFI2BKOOBO,,2024-11-02,Social,Social,CAM0012,Mobile,4,198,0
SESSQNP7SE0K31,,2024-07-18,Paid Search,CPC,CAM0086,Tablet,2,128,0
SESSBW7F9VLNIE,,2024-08-13,Organic,SEO,CAM0066,Desktop,4,140,0
SESSXNMU2Z93PR,,2024-07-03,Paid Search,CPC,,Desktop,4,394,0
SESS7ESRCD06N9,,2024-01-31,Direct,Direct,,Mobile,7,91,0
SESSH200OA316K,C01818,2024-04-08,Organic,SEO,,Mobile,4,125,0
SESS1CIG5M80FG,,2024-12-04,Organic,SEO,CAM0036,Mobile,7,195,0
SESSQNR0NSATDC,C04339,2024-09-22,Organic,SEO,,Desktop,1,49,1
SESS8XLRE0BLP5,C03282,2024-12-15,Direct,Direct,,Mobile,1,279,1
SESSO2IZZ6UYY7,C02484,2025-06-27,Email,Email,CAM0018,Mobile,7,160,0
SESS7YJGECDCHX,,2025-04-01,Paid Search,CPC,,Mobile,5,218,0
SESSSTN4I25KN6,,2024-03-28,Direct,Direct,,Mobile,1,70,1
SESSJNX768Y7TN,,2024-03-03,Organic,SEO,,Tablet,1,194,1
SESS8SELPQI8SN,,2025-01-21,Paid Search,CPC,CAM0081,Mobile,2,353,0
SESSAXR541AHSY,,2025-04-03,Organic,SEO,,Desktop,1,246,1
SESS8WUW1N21IE,,2025-08-08,Direct,Direct,,Mobile,7,5,1
SESSZZI2K17A91,C04900,2024-09-25,Direct,Direct,,Tablet,1,277,1
SESSFARGCEL8DU,,2024-12-11,Organic,SEO,CAM0071,Tablet,8,159,0
SESS58QKFSW0AE,C03931,2024-03-18,Paid Search,CPC,,Mobile,1,95,1
SESS0KVMEVLQ3S,C03326,2024-12-30,Paid Search,CPC,,Mobile,1,5,1
SESSYOUJGFENCV,C05909,2024-01-14,Direct,Direct,,Desktop,1,248,1
SESS84SW9ZG65M,,2024-05-15,Referral,Referral,,Tablet,2,137,0
SESSDQPJ5XI6FB,,2024-10-30,Direct,Direct,,Mobile,1,5,1
SESSTB33I9O40O,,2025-01-31,Organic,SEO,,Desktop,1,63,1
SESS3TJKAIBW5B,,2024-03-19,Paid Search,CPC,,Mobile,2,203,0
SESSWE6QNSTBP9,C06258,2025-02-21,Organic,SEO,,Mobile,12,236,0
SESSB0D65H0R0N,,2024-08-29,Social,Social,,Mobile,1,262,1
SESS7Q8LKF4FLH,,2024-02-20,Social,Social,,Desktop,1,178,1
SESSQAYJKBBPUL,,2025-01-18,Organic,SEO,,Mobile,1,250,1
SESS3F96EUYETO,C01355,2025-01-09,Direct,Direct,,Desktop,1,173,1
SESS1ECZPANE1O,,2024-07-24,Organic,SEO,CAM0046,Mobile,3,376,0
SESSZTPHZY44VU,C07533,2025-05-03,Direct,Direct,,Mobile,12,202,0
SESSNBI5D85I8O,,2025-01-15,Referral,Referral,,Desktop,13,138,0
SESSC2UM4XJ88G,,2024-11-06,Direct,Direct,,Mobile,1,190,1
SESSC6S6LW2YM3,,2025-01-09,Paid Search,CPC,,Desktop,1,318,1
SESSEKRE11BYJO,,2025-08-14,Organic,SEO,CAM0026,Mobile,1,72,1
SESSED2UCMJGPM,,2024-02-11,Paid Search,CPC,CAM0031,Mobile,3,357,0
SESSVJM13LUWYJ,,2025-06-16,Paid Search,CPC,,Mobile,5,212,0
SESSLKAGQDVS1L,C03026,2025-06-05,Organic,SEO,CAM0026,Mobile,6,115,0
SESS7UCTFHY5AZ,,2024-06-01,Affiliate,Affiliate,CAM0009,Mobile,11,118,0
SESSIABSSRN4WM,C03940,2024-11-07,Paid Search,CPC,CAM0006,Mobile,2,294,0
SESSE8GRSGRPOI,,2024-10-20,Organic,SEO,CAM0026,Mobile,1,179,1
SESSNISV6RAC74,,2024-04-22,Display,Display,,Tablet,6,20,0
SESS9IK3RLAHZT,,2024-04-21,Paid Search,CPC,,Mobile,1,18,1
SESSZQAGAYFW2A,,2024-06-23,Affiliate,Affiliate,,Mobile,2,223,0
SESS9ZCD0C9LVF,C07319,2024-10-28,Paid Search,CPC,,Mobile,1,139,1
SESSO3SHXM64AP,C05110,2025-05-30,Organic,SEO,,Desktop,1,165,1
SESS6C5F8FDCS0,,2024-08-08,Direct,Direct,,Desktop,20,274,0
SESSUBJC4AS48Z,C07877,2024-06-19,Paid Search,CPC,,Mobile,7,72,0
SESSKGACB26K31,C00524,2024-11-13,Email,Email,CAM0063,Mobile,17,289,0
SESSWGJD4VM8AR,,2024-07-31,Paid Search,CPC,,Mobile,1,112,1
SESSLI6BAPY4WK,,2024-09-09,Organic,SEO,CAM0006,Mobile,1,5,1
SESS7UDLGQZ0AG,,2024-05-03,Affiliate,Affiliate,,Tablet,11,276,0
SESSXOYZXLEWYM,C04737,2024-07-31,Referral,Referral,,Mobile,1,149,1
SESSQAPEZXURZU,,2024-03-25,Organic,SEO,,Mobile,1,214,1
SESSI0ECKBN5P4,C04598,2025-05-30,Paid Search,CPC,CAM0036,Mobile,2,153,0
SESSJ2BNIDQSMO,C00426,2024-03-05,Organic,SEO,,Mobile,1,373,1
SESSUSR1ZXH7Q7,,2024-11-13,Organic,SEO,,Mobile,7,142,0
SESSUXEH9M9FCT,,2024-12-11,Referral,Referral,,Desktop,1,95,1
SESSPZCVPNT57Z,C07054,2024-08-30,Affiliate,Affiliate,CAM0069,Desktop,2,252,0
SESSH20HLHDSZ8,C07620,2024-05-16,Direct,Direct,,Desktop,1,187,1
SESS27VPJIMCB0,,2024-09-03,Display,Display,,Desktop,4,199,0
SESSHUK44Z2F6E,,2025-03-16,Organic,SEO,,Tablet,1,370,1
SESSPDRM147IUR,,2024-02-14,Organic,SEO,CAM0061,Tablet,12,211,0
SESSW583MDU6VK,,2025-07-07,Organic,SEO,,Desktop,7,189,0
SESSM0MKF56V13,C00343,2024-03-29,Direct,Direct,,Mobile,13,143,0
SESSZOZGQ7MVGM,C03984,2024-08-15,Email,Email,,Desktop,2,262,0
SESS09ZYJ7BT8O,,2024-10-17,Paid Search,CPC,CAM0001,Mobile,1,289,1
SESSEH5QQRARO3,,2025-02-25,Referral,Referral,,Desktop,1,242,1
SESS185GP2DHIL,,2024-03-07,Referral,Referral,,Desktop,1,5,1
SESSQ4AWZJYNAB,,2024-09-07,Organic,SEO,,Mobile,1,247,1
SESSK9NNTK19NL,,2024-02-10,Paid Search,CPC,,Desktop,4,293,0
SESSZG5BZ0PJ4X,,2024-04-08,Organic,SEO,CAM0066,Tablet,1,159,1
SESS6N0S9W0ZEP,,2024-11-01,Social,Social,CAM0052,Mobile,4,175,0
SESSHWIVD6FNRT,C06289,2025-03-31,Paid Search,CPC,,Tablet,10,228,0
SESSGGTGB7HFRR,C04191,2025-08-13,Social,Social,,Mobile,1,257,1
SESS3R657OS29P,,2024-10-27,Referral,Referral,,Desktop,5,110,0
SESSHUP27Y2YW6,,2024-07-17,Paid Search,CPC,,Tablet,3,133,0
SESSWGAM62RXLR,,2025-05-02,Display,Display,,Mobile,4,307,0
SESSQEWZYUHK0Z,C03159,2024-04-15,Paid Search,CPC,CAM0016,Tablet,5,267,0
SESSURW6F0CZ0T,,2025-02-04,Organic,SEO,CAM0041,Tablet,4,17,0
SESS6HW7PSCJBM,C04580,2025-04-21,Paid Search,CPC,,Mobile,1,121,1
SESS251U59H8IJ,C00038,2024-05-01,Paid Search,CPC,CAM0066,Desktop,1,65,1
SESS0A0ZR1P7R9,,2024-03-17,Organic,SEO,,Desktop,10,220,0
SESSCIXGWISGDR,,2024-11-07,Organic,SEO,,Mobile,1,189,1
SESS67WML269H9,,2024-04-21,Direct,Direct,,Mobile,2,5,1
SESSKEF80DC36P,C05865,2025-06-01,Affiliate,Affiliate,CAM0054,Mobile,1,216,1
SESS8XSJ15OEO9,C02167,2024-07-15,Paid Search,CPC,,Desktop,9,309,0
SESSDZNT863TAC,,2024-04-07,Organic,SEO,,Desktop,9,138,0
SESS3HWCARSVK5,C04074,2025-04-03,Direct,Direct,,Mobile,8,87,0
SESSZBTIRDL571,C03296,2024-08-17,Referral,Referral,,Mobile,11,253,0
SESS9MEBZA3550,C06859,2024-06-16,Organic,SEO,CAM0056,Desktop,9,105,0
SESSSJSUCOSP70,,2024-01-08,Organic,SEO,,Mobile,1,5,1
SESS2YH5000OZ6,,2024-06-20,Organic,SEO,CAM0081,Mobile,2,206,0
SESS3QQQZH6QU2,,2024-12-25,Email,Email,CAM0098,Mobile,3,283,0
SESSLSSQFJFT0U,,2024-07-13,Paid Search,CPC,,Mobile,5,264,0
SESSPGV1B8TT8G,C02106,2024-09-25,Social,Social,,Desktop,4,202,0
SESS42NS50I1BI,,2024-01-19,Organic,SEO,CAM0011,Tablet,4,336,0
SESS853UIOSVON,C01076,2024-12-19,Organic,SEO,CAM0056,Desktop,4,71,0
SESSIFVUTYEPOW,,2024-02-18,Organic,SEO,,Mobile,1,255,1
SESS65ZLBVUG8Q,,2025-04-08,Organic,SEO,,Desktop,3,131,0
SESS7MBPPV5XDJ,,2024-12-21,Organic,SEO,CAM0096,Tablet,2,147,0
SESSX78TBHVFK4,C00888,2024-06-06,Paid Search,CPC,,Mobile,19,160,0
SESSJY44CR23PQ,C01105,2024-03-06,Paid Search,CPC,CAM0061,Mobile,4,196,0
SESSZ2KL9S63HQ,,2025-07-24,Organic,SEO,CAM0071,Mobile,8,5,1
SESSYTZ6AQWVZF,C07472,2024-11-03,Paid Search,CPC,,Desktop,1,68,1
SESS99MCMDWY47,C07783,2024-12-02,Direct,Direct,,Mobile,1,197,1
SESS9KYVY7IRDS,,2024-04-30,Organic,SEO,,Tablet,5,375,0
SESS7SM8PS1X76,,2025-02-07,Organic,SEO,CAM0041,Mobile,5,321,0
SESSJ3JZUU1BGE,,2025-07-21,Organic,SEO,,Mobile,1,199,1
SESSKS19D038I0,C04787,2024-04-05,Email,Email,,Desktop,3,293,0
SESSQG7MD0ODQ5,,2024-04-23,Organic,SEO,,Desktop,1,186,1
SESSWCM9LO96T3,,2025-03-04,Organic,SEO,CAM0051,Desktop,3,77,0
SESSWBH1MW525P,,2025-06-23,Organic,SEO,CAM0016,Mobile,1,101,1
SESS2FJBJX4CEP,C05014,2024-01-02,Paid Search,CPC,CAM0086,Mobile,2,5,1
SESSM98UAPW1QA,,2024-07-30,Social,Social,CAM0012,Mobile,1,119,1
SESSG7DFTJV6DA,C07771,2025-08-02,Email,Email,CAM0003,Mobile,2,249,0
SESS3OCR9OMXNZ,,2024-11-28,Direct,Direct,,Mobile,1,198,1
SESSOJ9MUDKH94,C00102,2024-01-24,Organic,SEO,CAM0031,Desktop,7,98,0
SESSD8X3420PD0,,2025-01-02,Social,Social,,Mobile,6,5,1
SESS5BYOEZNLTY,,2025-05-20,Social,Social,CAM0087,Mobile,6,236,0
SESSS49Y8G248D,,2024-06-24,Organic,SEO,,Desktop,1,255,1
SESSTDC5XIUV2E,,2025-03-04,Paid Search,CPC,CAM0036,Tablet,1,127,1
SESSMX1VP76C2S,C03757,2025-03-17,Organic,SEO,,Desktop,1,217,1
SESS0SOFFQYQK9,C05563,2025-07-01,Organic,SEO,,Mobile,9,261,0
SESSMDUSB5Y9MG,C01344,2025-05-28,Organic,SEO,,Tablet,2,466,0
SESS18IUP6Y1RN,C01973,2024-12-26,Organic,SEO,CAM0056,Mobile,1,223,1
SESSL82UQJT4YA,C03441,2024-09-30,Referral,Referral,,Desktop,2,5,1
SESSGRMII32F94,,2024-06-25,Organic,SEO,CAM0041,Tablet,5,192,0
SESSOVBU531CKV,,2024-09-20,Paid Search,CPC,,Tablet,1,526,1
SESSTZ1F8RBWYW,C02583,2024-07-04,Organic,SEO,CAM0021,Mobile,6,253,0
SESSTSG1TVQCJZ,C04120,2025-06-10,Organic,SEO,,Mobile,17,182,0
SESSI9WRXTG5AM,C00778,2024-10-05,Organic,SEO,CAM0091,Tablet,8,245,0
SESS2EMSJ6ZC35,,2024-07-16,Organic,SEO,CAM0011,Desktop,8,319,0
SESSKNCW0BY3AV,,2024-12-14,Direct,Direct,,Mobile,1,39,1
SESSP6WPE9VAED,,2025-02-24,Email,Email,,Desktop,4,165,0
SESSU250ORVV9X,,2024-10-31,Paid Search,CPC,CAM0086,Mobile,3,204,0
SESSSGWXMLPJM3,,2024-03-04,Referral,Referral,,Mobile,4,473,0
SESSM7KOSK6V2Z,C05480,2024-10-16,Paid Search,CPC,,Mobile,7,242,0
SESSPFCVZ921IN,C06481,2024-01-18,Paid Search,CPC,CAM0071,Mobile,1,169,1
SESSIFLOVFO02K,C06115,2024-03-04,Paid Search,CPC,CAM0061,Desktop,2,105,0
SESSVYY5OYGYQ2,C01057,2024-11-25,Referral,Referral,,Desktop,7,90,0
SESS6RZUB8YJK9,C02529,2024-01-17,Affiliate,Affiliate,,Desktop,8,112,0
SESS4YDZFULL6Q,C01017,2025-03-18,Direct,Direct,,Tablet,3,299,0
SESS3IZFQJAH3L,,2024-05-20,Email,Email,CAM0003,Desktop,1,38,1
SESS36ROBD6MNB,C07740,2024-11-03,Social,Social,CAM0047,Mobile,3,235,0
SESS9NS5NRBA27,C07447,2025-03-19,Referral,Referral,,Mobile,1,293,1
SESSBN3WYH7M1D,C02883,2025-05-10,Paid Search,CPC,CAM0096,Tablet,4,317,0
SESS2YB4RPSKX9,C06358,2025-03-01,Direct,Direct,,Tablet,5,122,0
SESSND5HALRA1A,,2025-04-19,Direct,Direct,,Mobile,1,19,1
SESS35AHTYZK6H,C05704,2024-09-01,Direct,Direct,,Mobile,1,5,1
SESSYPV8SBDUS6,,2025-03-25,Organic,SEO,CAM0041,Mobile,1,59,1
SESSP3KUKK52ZQ,,2024-12-16,Organic,SEO,,Mobile,6,139,0
SESS99JKTDJ3MW,,2024-06-09,Social,Social,,Desktop,2,156,0
SESS94NFVCBIK7,C02129,2024-05-19,Paid Search,CPC,CAM0006,Desktop,7,215,0
SESS4YAHKIJXY9,,2025-05-07,Direct,Direct,,Mobile,1,90,1
SESSK4S1GS63ML,C04272,2025-08-10,Organic,SEO,CAM0001,Mobile,1,132,1
SESSDUVTTN4VFU,,2025-06-14,Affiliate,Affiliate,,Desktop,1,92,1
SESSIFWMTY62BY,C05135,2025-01-27,Direct,Direct,,Mobile,1,224,1
SESSE07C39T2NU,,2025-02-04,Organic,SEO,,Tablet,1,106,1
SESSMBDRVX71TY,,2024-02-19,Social,Social,CAM0002,Mobile,2,31,0
SESS9HFR1CWZMY,,2024-10-21,Organic,SEO,,Mobile,1,318,1
SESSTK4GAGO2W5,C05794,2025-02-28,Organic,SEO,,Desktop,4,239,0
SESS0HHNESC19I,C05049,2024-01-12,Email,Email,CAM0038,Mobile,4,315,0
SESSA78WYGRWES,,2024-11-30,Referral,Referral,,Mobile,1,58,1
SESSMEI30HM8R9,,2024-01-15,Organic,SEO,CAM0031,Desktop,1,222,1
SESSLMQT1RDMGH,,2024-01-28,Organic,SEO,CAM0081,Mobile,6,51,0
SESSOJ9EDDO558,C07189,2025-01-22,Direct,Direct,,Mobile,4,5,1
SESS5TXLQGJCN1,C02694,2024-10-18,Referral,Referral,,Desktop,2,157,0
SESSWO6C1CTHE2,C04776,2024-09-06,Direct,Direct,,Mobile,11,198,0
SESS0T8HWBL6ZV,,2025-05-19,Paid Search,CPC,,Mobile,3,279,0
SESSDMF9CG3XN0,,2024-04-07,Display,Display,,Mobile,7,311,0
SESSHMK4LJFWPS,C02554,2024-12-02,Direct,Direct,,Mobile,4,166,0
SESSYMTHHVZZER,,2024-02-08,Paid Search,CPC,,Mobile,4,5,1
SESS9EZ22SGJEV,,2024-02-07,Social,Social,CAM0057,Desktop,1,5,1
SESSJBZRKDZNI4,C02402,2024-10-26,Organic,SEO,CAM0071,Mobile,3,5,1
SESSAHXXH7RTIJ,C03749,2024-06-27,Affiliate,Affiliate,CAM0009,Mobile,1,375,1
SESSP4JCTR9NFE,C00188,2025-04-13,Paid Search,CPC,,Tablet,1,181,1
SESS7YU2BZ9LQZ,,2024-10-08,Social,Social,,Mobile,1,253,1
SESS0603YY27AV,,2024-06-12,Social,Social,,Mobile,5,213,0
SESSBIN4QX7HGY,,2025-03-28,Organic,SEO,CAM0096,Mobile,1,5,1
SESSEL0PM93SMQ,C07100,2024-04-06,Organic,SEO,,Mobile,11,202,0
SESSH3OB8COSB8,C01580,2024-11-04,Social,Social,CAM0002,Desktop,1,221,1
SESSISGRGSCOHE,C03493,2024-09-18,Email,Email,,Mobile,1,273,1
SESSGYAG1TCJ3N,C02268,2024-10-19,Direct,Direct,,Mobile,5,251,0
SESSU0YM367915,,2024-09-05,Social,Social,,Mobile,1,104,1
SESS6Y65CBRTKI,C06590,2024-09-01,Organic,SEO,CAM0011,Desktop,4,57,0
SESSYHJOJVTBEC,,2024-09-07,Affiliate,Affiliate,,Mobile,5,88,0
SESSW1SVJ8QJ1P,C07588,2024-05-02,Paid Search,CPC,,Desktop,3,156,0
SESS2ZI0E1TJ22,,2024-11-20,Organic,SEO,,Mobile,5,104,0
SESSFLES4VP8XF,C05903,2025-05-15,Organic,SEO,,Mobile,4,261,0
SESS62J3FFFKZE,C01944,2024-03-06,Affiliate,Affiliate,,Tablet,1,193,1
SESSOX0099KDGX,C07851,2024-02-28,Direct,Direct,,Mobile,9,102,0
SESSZTSTBFXI1Z,,2025-05-12,Organic,SEO,,Desktop,1,220,1
SESS13XIFCUTVA,C01539,2025-01-07,Organic,SEO,,Tablet,2,252,0
SESS5OO432ERCX,C05071,2024-09-22,Affiliate,Affiliate,CAM0004,Mobile,1,337,1
SESSI62N5BVXZS,C04671,2024-08-23,Organic,SEO,,Mobile,3,131,0
SESSEQPIVJ5CZE,,2024-08-05,Paid Search,CPC,CAM0011,Desktop,1,135,1
SESSI6WC0359VD,C03723,2025-06-10,Social,Social,,Desktop,2,221,0
SESS1YYSXJB2T5,C04811,2025-03-16,Organic,SEO,CAM0001,Mobile,6,5,1
SESS2PR7ZBFCJK,,2025-02-09,Organic,SEO,,Mobile,1,350,1
SESSF19FMTLHAJ,,2025-08-11,Affiliate,Affiliate,CAM0014,Mobile,23,156,0
SESSIUPJRCQOOY,C06423,2025-04-13,Direct,Direct,,Tablet,13,5,1
SESSJKWCFKY1JY,,2024-04-19,Paid Search,CPC,CAM0041,Mobile,6,295,0
SESSLXOUOYKM4M,,2024-12-18,Direct,Direct,,Mobile,5,172,0
SESS42N0JOMZA0,C01560,2024-03-31,Referral,Referral,,Mobile,5,321,0
SESSVW2LHUJWNL,C04804,2025-02-17,Organic,SEO,CAM0041,Mobile,1,245,1
SESSH3S51F0QVW,,2024-03-13,Social,Social,,Desktop,4,222,0
SESSUHDR4Y5TI6,,2025-06-30,Paid Search,CPC,CAM0036,Mobile,1,181,1
SESSSEA3A4LNJL,,2024-10-24,Paid Search,CPC,,Mobile,4,225,0
SESSAXTWBKSHVK,,2024-10-09,Paid Search,CPC,,Desktop,2,113,0
SESSDTTA9CLACH,C05607,2025-05-19,Paid Search,CPC,CAM0071,Desktop,1,159,1
SESSNGCHJTRV6Q,C03074,2024-07-16,Paid Search,CPC,,Mobile,7,189,0
SESSA5AIX49JYK,C02159,2024-02-01,Organic,SEO,,Tablet,1,258,1
SESSLBD3X47BNY,C05288,2024-12-06,Organic,SEO,,Tablet,1,344,1
SESSJQJAB9AKZU,C05545,2024-11-29,Paid Search,CPC,,Mobile,1,199,1
SESSELEFRKJ3UD,C07456,2024-05-22,Affiliate,Affiliate,,Mobile,8,55,0
SESS4VHTQ0J1KE,,2025-02-13,Direct,Direct,,Mobile,1,132,1
SESS8OSV6F4Q7O,,2024-02-13,Organic,SEO,CAM0036,Desktop,3,106,0
SESSTXS8VBB0AD,C05087,2024-02-01,Paid Search,CPC,,Mobile,6,95,0
SESSGS8UV6BAJY,C06425,2024-01-28,Organic,SEO,CAM0021,Desktop,1,246,1
SESS7339SSKKSV,,2025-02-26,Direct,Direct,,Mobile,3,109,0
SESSG9OFB21RFR,C07389,2025-05-05,Display,Display,,Desktop,6,112,0
SESSUW5B52XPPV,C03116,2024-06-08,Paid Search,CPC,CAM0051,Mobile,2,240,0
SESS56N6FD2I4W,,2024-07-25,Organic,SEO,CAM0016,Tablet,1,5,1
SESSZOGOP02L1W,,2024-01-18,Affiliate,Affiliate,CAM0089,Desktop,1,350,1
SESSGBLHDEXL7M,,2024-04-12,Direct,Direct,,Mobile,3,5,1
SESS9P85O2MDXX,,2025-08-04,Referral,Referral,,Mobile,2,273,0
SESS5RMTVR89ZD,C03571,2024-08-19,Organic,SEO,CAM0026,Mobile,3,89,0
SESSU8BAYWZCWH,C00145,2025-02-27,Social,Social,CAM0082,Mobile,1,324,1
SESSS7OEGVVU33,,2025-06-30,Organic,SEO,CAM0046,Mobile,6,212,0
SESSIBWVWO5EEB,,2024-08-26,Organic,SEO,,Desktop,1,74,1
SESSD81V2JDDSO,,2024-11-29,Organic,SEO,,Desktop,7,286,0
SESS37Q26EROZ1,C02297,2024-05-28,Email,Email,,Mobile,1,86,1
SESS5THDJ0690X,C03081,2025-02-11,Organic,SEO,,Desktop,22,334,0
SESSK0W9ATLRE8,C07037,2024-01-17,Social,Social,CAM0052,Mobile,1,171,1
SESS5XCPRHKIPF,C00636,2024-08-13,Affiliate,Affiliate,,Desktop,1,9,1
SESSCFWR15DO03,,2024-09-16,Organic,SEO,CAM0081,Desktop,1,105,1
SESSU31WV96DLD,C00441,2024-06-22,Direct,Direct,,Mobile,3,88,0
SESSO7EDMD3V5S,C00901,2024-07-23,Social,Social,,Mobile,2,120,0
SESS7W0I1NWF45,,2025-02-18,Organic,SEO,,Mobile,3,5,1
SESSP3W9AULTE7,,2025-05-22,Paid Search,CPC,,Desktop,1,49,1
SESSEBTUWYG2YB,C02928,2024-06-01,Organic,SEO,CAM0046,Desktop,1,5,1
SESSRCO1FOD000,C06907,2024-04-12,Organic,SEO,,Desktop,2,28,0
SESS0G93RU8MNN,,2024-03-05,Paid Search,CPC,,Mobile,1,112,1
SESSFRR92MGAT2,,2024-04-26,Direct,Direct,,Desktop,7,414,0
SESSJZGHYAKDPC,,2024-06-04,Organic,SEO,CAM0016,Desktop,4,157,0
SESS32D580BGWN,C00761,2024-03-22,Social,Social,,Mobile,6,279,0
SESSJJXWCD9E5J,C00062,2025-06-01,Direct,Direct,,Tablet,4,5,1
SESSMGL8KWWWJI,C07838,2024-03-07,Direct,Direct,,Mobile,17,293,0
SESSDQX0P37LHP,C02918,2024-08-25,Social,Social,,Mobile,6,208,0
SESSOQT8Q0ZZRS,,2025-08-06,Social,Social,CAM0062,Desktop,16,145,0
SESSLTUJKT3AZI,,2024-11-21,Direct,Direct,,Mobile,6,169,0
SESS65SZICIY9Q,C00631,2025-08-12,Organic,SEO,,Desktop,2,285,0
SESS63DAZOFHXC,,2024-03-07,Paid Search,CPC,CAM0071,Mobile,1,25,1
SESS2EZB3W51CF,C02833,2024-06-24,Affiliate,Affiliate,,Mobile,1,349,1
SESSSXICO9P5QP,C02188,2025-04-22,Social,Social,CAM0057,Mobile,10,304,0
SESSYKPKNJ2UPY,,2024-09-11,Paid Search,CPC,,Desktop,2,81,0
SESS2DF8ZXLQIG,C07550,2024-03-03,Social,Social,,Mobile,1,136,1
SESS5FD4GMLVWU,C06855,2025-02-06,Organic,SEO,CAM0096,Mobile,2,182,0
SESSZ2Z2HHAC6K,,2024-07-10,Social,Social,CAM0097,Mobile,6,253,0
SESS261GZPGEHL,,2024-11-24,Referral,Referral,,Mobile,3,223,0
SESSF7JMIRI9ZL,,2024-03-11,Paid Search,CPC,CAM0051,Tablet,2,58,0
SESSQNQ9QSZ6UW,C07344,2024-03-03,Organic,SEO,,Tablet,15,171,0
SESSWYL048LJ20,C01547,2024-10-23,Paid Search,CPC,,Mobile,3,210,0
SESSVKMMEN6VBY,,2024-09-01,Organic,SEO,CAM0046,Mobile,1,55,1
SESSFRQG4QAZAQ,,2025-06-02,Paid Search,CPC,,Mobile,6,462,0
SESSQPZ7MZMCY8,,2025-01-27,Organic,SEO,CAM0036,Mobile,1,219,1
SESS9H63175PDQ,,2024-06-25,Organic,SEO,,Mobile,7,202,0
SESSIDIIAKEM1W,,2024-07-22,Referral,Referral,,Desktop,1,268,1
SESSUH9BXI0PLT,C05829,2025-06-16,Direct,Direct,,Mobile,9,233,0
SESS6LAN0J61EW,,2024-05-07,Paid Search,CPC,,Desktop,4,230,0
SESSS8GJC7RH2L,C03831,2024-07-13,Direct,Direct,,Mobile,6,245,0
SESSWQCK9AKVE1,,2024-07-12,Display,Display,,Desktop,13,298,0
SESS5R3F052D83,,2024-07-02,Paid Search,CPC,CAM0026,Mobile,1,72,1
SESSW7XOT2Q1IF,C07024,2024-09-03,Display,Display,,Mobile,1,204,1
SESS4X4VRV8BGQ,,2024-11-19,Organic,SEO,,Mobile,2,150,0
SESS8ER04IVF6R,,2024-06-08,Affiliate,Affiliate,,Tablet,3,30,0
SESSMY1PYYEM4J,C06771,2024-03-06,Referral,Referral,,Tablet,3,203,0
SESS8PPJH604ID,C05062,2024-09-10,Organic,SEO,,Mobile,4,185,0
SESSCBLW24T45R,C05205,2024-10-09,Organic,SEO,,Desktop,10,246,0
SESSHMGXF39WGT,,2024-02-29,Direct,Direct,,Mobile,1,224,1
SESSXKJ81LTBNE,C04827,2024-04-27,Organic,SEO,CAM0056,Mobile,1,321,1
SESSAO322V895P,,2025-02-26,Social,Social,,Mobile,1,281,1
SESS2JRQJWBBKM,,2025-07-09,Paid Search,CPC,,Desktop,2,187,0
SESSID5BGFI8IT,C07441,2024-02-05,Organic,SEO,CAM0001,Desktop,2,283,0
SESSJF74MDKEL9,,2025-06-14,Organic,SEO,,Mobile,18,5,1
SESS2TOJWXJOD2,,2024-03-31,Paid Search,CPC,,Mobile,1,143,1
SESSD39IY7UCEX,,2024-10-27,Organic,SEO,CAM0036,Mobile,1,94,1
SESSQNWQ0K4IA7,C02941,2024-08-04,Organic,SEO,,Mobile,5,123,0
SESSY55IRNMKFK,,2024-04-07,Direct,Direct,,Mobile,1,163,1
SESSSPUIL9A6P4,C02130,2025-03-31,Social,Social,,Mobile,7,426,0
SESS4X73RBEHLQ,C07735,2025-06-14,Paid Search,CPC,,Mobile,1,114,1
SESSLVT0OX7J3Z,,2025-06-21,Organic,SEO,,Desktop,1,231,1
SESS06XHD99JG4,,2024-01-28,Social,Social,,Desktop,2,82,0
SESSWTDI33FAJ5,,2025-07-29,Social,Social,CAM0007,Desktop,1,252,1
SESSKNLK1FJJEC,C05138,2024-11-19,Paid Search,CPC,,Desktop,4,185,0
SESSFHC4XOEOQN,,2024-08-10,Paid Search,CPC,,Mobile,2,275,0
SESSKUR1H89B6M,,2024-03-20,Referral,Referral,,Desktop,1,291,1
SESS7LELGK2FNQ,,2025-07-16,Direct,Direct,,Mobile,1,318,1
SESSD75F8P60VL,,2025-04-02,Paid Search,CPC,,Mobile,4,118,0
SESSTFJH69CYCL,C02265,2024-06-24,Social,Social,,Tablet,4,65,0
SESSF2MB52CUSD,C01206,2025-06-05,Organic,SEO,,Mobile,6,152,0
SESSA50LRHQ36L,C07076,2025-04-01,Organic,SEO,,Mobile,14,123,0
SESSBZU7JDPB5W,C04244,2025-02-26,Referral,Referral,,Mobile,3,242,0
SESS363LRIMN9B,,2024-04-09,Direct,Direct,,Tablet,6,210,0
SESSWX07I19TF1,,2025-02-06,Social,Social,,Desktop,1,196,1
SESSZAV4GMVO7A,,2025-07-29,Direct,Direct,,Desktop,1,427,1
SESS6R5806SPD8,C00542,2025-01-14,Direct,Direct,,Tablet,5,254,0
SESSJPFUQHOQ78,C01512,2025-06-14,Referral,Referral,,Tablet,1,156,1
SESSBOCOA1O15V,C07134,2024-11-27,Email,Email,,Mobile,5,5,1
