order_id,customer_id,order_date,channel,device,campaign_id,delivery_days,status,ship_state,ship_city
O004209,C01319,2024-01-27,Website,Mobile,CAM0003,2,Completed,Telangana,Coimbatore
O004210,C00840,2024-01-18,Mobile App,Mobile,,2,Shipped,Delhi,Lucknow
O004211,C04393,2024-05-16,Mobile App,Mobile,,5,Completed,Kerala,Hyderabad
O004212,C06571,2025-08-01,Mobile App,Mobile,,2,Completed,Rajasthan,Surat
O004213,C02804,2024-01-30,Website,Mobile,,4,Completed,Rajasthan,Jaipur
O004214,C01435,2024-03-13,Website,Mobile,,2,Completed,Karnataka,Ahmedabad
O004215,C07076,2024-05-02,Mobile App,Mobile,,4,Completed,Madhya Pradesh,Indore
O004216,C07785,2024-08-15,Mobile App,Mobile,CAM0040,4,Completed,Karnataka,Patna
O004217,C07739,2024-12-03,Mobile App,Desktop,CAM0060,2,Completed,Madhya Pradesh,Kochi
O004218,C00707,2024-09-29,Marketplace,Desktop,,1,Completed,Bihar,Pune
O004219,C02486,2025-03-12,Mobile App,Mobile,,3,Completed,Odisha,Ahmedabad
O004220,C03452,2024-02-08,Mobile App,Mobile,CAM0007,2,Completed,Gujarat,Ahmedabad
O004221,C03374,2025-03-01,Mobile App,Tablet,,5,Completed,Kerala,Mumbai
O004222,C03882,2024-11-10,Mobile App,Mobile,,3,Shipped,Tamil Nadu,Jaipur
O004223,C06004,2025-05-23,Website,Mobile,,3,Completed,Haryana,Gurugram
O004224,C01842,2024-06-05,Marketplace,Mobile,,4,Completed,Uttar Pradesh,Vadodara
O004225,C01121,2024-09-13,Mobile App,Mobile,,3,Completed,Delhi,Bhubaneswar
O004226,C01052,2025-03-31,Website,Desktop,,2,Completed,Rajasthan,New Delhi
O004227,C02870,2024-02-16,Mobile App,Desktop,,2,Completed,Tamil Nadu,Gurugram
O004228,C05206,2024-11-27,Marketplace,Mobile,,5,Completed,Uttar Pradesh,Ahmedabad
O004229,C04088,2024-01-10,Website,Tablet,,4,Completed,Uttar Pradesh,Lucknow
O004230,C07486,2024-05-23,Mobile App,Desktop,CAM0023,4,Completed,Uttar Pradesh,Coimbatore
O004231,C06948,2025-03-06,Website,Desktop,,3,Completed,Madhya Pradesh,Chennai
O004232,C00722,2024-05-31,Website,Mobile,,3,Completed,Madhya Pradesh,Surat
O004233,C01996,2025-05-01,Mobile App,Mobile,,4,Completed,Telangana,Vadodara
O004234,C01058,2024-05-15,Marketplace,Mobile,,3,Completed,Gujarat,Chennai
O004235,C05421,2025-08-09,Mobile App,Desktop,,5,Completed,West Bengal,Kochi
O004236,C03824,2024-01-26,Website,Mobile,,5,Completed,Madhya Pradesh,Surat
O004237,C03549,2024-01-07,Mobile App,Desktop,CAM0002,4,Completed,Maharashtra,Surat
O004238,C05855,2025-08-13,Marketplace,Mobile,,4,Completed,Telangana,Kochi
O004239,C01726,2024-01-15,Website,Mobile,,1,Completed,Bihar,Chandigarh
O004240,C07630,2025-03-07,Mobile App,Desktop,,1,Completed,Kerala,Indore
O004241,C03385,2025-02-03,Website,Mobile,CAM0068,6,Completed,Telangana,Patna
O004242,C04356,2024-07-25,Marketplace,Desktop,CAM0033,5,Completed,Telangana,Kochi
O004243,C00603,2024-08-03,Website,Mobile,,3,Completed,Tamil Nadu,Jaipur
O004244,C03494,2025-05-16,Website,Tablet,CAM0084,3,Returned,Bihar,Surat
O004245,C04329,2025-04-03,Marketplace,Mobile,,6,Completed,Karnataka,Bengaluru
O004246,C05580,2024-09-15,Website,Mobile,,4,Completed,Telangana,Chennai
O004247,C07639,2024-11-24,Mobile App,Desktop,CAM0051,4,Completed,Gujarat,Ahmedabad
O004248,C07896,2025-03-29,Mobile App,Mobile,,6,Completed,Telangana,Hyderabad
O004249,C07241,2025-01-09,Mobile App,Mobile,,1,Completed,Odisha,Mysuru
O004250,C01705,2025-04-08,Website,Desktop,,1,Completed,West Bengal,Pune
O004251,C03336,2024-03-15,Marketplace,Desktop,CAM0012,5,Completed,Uttar Pradesh,Gurugram
O004252,C01180,2024-08-29,Website,Mobile,,4,Completed,Gujarat,Lucknow
O004253,C04652,2024-01-17,Website,Mobile,,5,Completed,Rajasthan,Bengaluru
O004254,C03829,2024-09-15,Website,Mobile,CAM0042,3,Completed,Punjab,Chennai
O004255,C06713,2024-05-02,Mobile App,Mobile,,4,Completed,Uttar Pradesh,Surat
O004256,C03631,2024-11-06,Website,Mobile,CAM0054,5,Completed,Rajasthan,Pune
O004257,C05149,2024-04-20,Mobile App,Desktop,,4,Completed,Madhya Pradesh,Gurugram
O004258,C01769,2024-09-12,Website,Mobile,CAM0045,3,Cancelled,Punjab,Mumbai
O004259,C07816,2024-08-21,Mobile App,Tablet,CAM0040,3,Completed,Maharashtra,Indore
O004260,C02273,2025-05-11,Website,Mobile,CAM0082,5,Completed,West Bengal,Bhubaneswar
O004261,C05603,2024-02-09,Mobile App,Desktop,CAM0008,2,Completed,Karnataka,Vadodara
O004262,C05627,2024-05-01,Website,Tablet,,4,Completed,Kerala,Jaipur
O004263,C07249,2025-03-25,Mobile App,Desktop,,4,Completed,West Bengal,Pune
O004264,C02624,2025-06-02,Mobile App,Mobile,,3,Completed,Tamil Nadu,Kochi
O004265,C05275,2024-04-01,Mobile App,Mobile,,4,Completed,Odisha,Mumbai
O004266,C07360,2024-12-26,Mobile App,Mobile,CAM0057,2,Completed,Haryana,Hyderabad
O004267,C00015,2024-05-02,Mobile App,Mobile,,2,Completed,Odisha,Mysuru
O004268,C06738,2024-12-02,Website,Mobile,,4,Completed,Haryana,Bengaluru
O004269,C06679,2025-05-27,Website,Mobile,CAM0082,4,Completed,Karnataka,Indore
O004270,C03483,2025-03-03,Mobile App,Mobile,CAM0073,3,Shipped,Kerala,Chennai
O004271,C05160,2025-03-08,Mobile App,Mobile,,4,Completed,Rajasthan,Pune
O004272,C00266,2024-01-07,Website,Mobile,CAM0001,2,Completed,Odisha,Mumbai
O004273,C05108,2024-04-29,Mobile App,Mobile,,4,Completed,Bihar,Pune
O004274,C06628,2025-01-21,Mobile App,Mobile,,5,Completed,Delhi,Lucknow
O004275,C01522,2024-12-15,Website,Desktop,CAM0057,2,Completed,Haryana,Patna
O004276,C03734,2024-04-07,Marketplace,Mobile,,4,Completed,Karnataka,Jaipur
O004277,C07769,2024-02-12,Website,Mobile,,3,Completed,Maharashtra,Patna
O004278,C03660,2024-07-01,Website,Mobile,CAM0035,5,Completed,Maharashtra,Jaipur
O004279,C06331,2025-07-18,Website,Desktop,CAM0095,4,Completed,Kerala,Indore
O004280,C06617,2024-08-22,Mobile App,Desktop,CAM0036,2,Completed,Karnataka,Pune
O004281,C03620,2025-03-21,Website,Mobile,CAM0074,3,Completed,Madhya Pradesh,Vadodara
O004282,C00907,2024-07-18,Website,Desktop,CAM0033,3,Completed,Tamil Nadu,Chennai
O004283,C06045,2025-05-27,Website,Mobile,,5,Returned,West Bengal,Lucknow
O004284,C04206,2025-06-09,Mobile App,Mobile,,2,Completed,Gujarat,Pune
O004285,C03702,2024-07-31,Mobile App,Mobile,,5,Completed,Gujarat,Ahmedabad
O004286,C04910,2025-01-12,Marketplace,Mobile,,3,Completed,Rajasthan,Gurugram
O004287,C01252,2025-06-29,Mobile App,Mobile,,5,Completed,Telangana,Ahmedabad
O004288,C02314,2025-04-30,Website,Desktop,,4,Completed,Haryana,Mysuru
O004289,C00060,2024-12-26,Mobile App,Mobile,,2,Completed,Haryana,Kolkata
O004290,C00667,2024-06-16,Website,Mobile,,2,Completed,Bihar,Hyderabad
O004291,C01267,2025-02-07,Website,Desktop,,4,Completed,Punjab,Coimbatore
O004292,C05832,2024-05-16,Mobile App,Desktop,CAM0025,3,Completed,Punjab,Chandigarh
O004293,C03884,2024-08-20,Website,Tablet,CAM0040,3,Completed,Rajasthan,Mysuru
O004294,C05067,2024-04-24,Website,Desktop,,2,Completed,Gujarat,Chennai
O004295,C02057,2024-09-08,Mobile App,Mobile,,4,Cancelled,Gujarat,Mumbai
O004296,C06632,2025-05-07,Website,Mobile,,4,Completed,West Bengal,Chandigarh
O004297,C04573,2024-10-15,Marketplace,Mobile,,6,Completed,Uttar Pradesh,Mysuru
O004298,C05017,2024-02-18,Mobile App,Mobile,,5,Completed,Maharashtra,Gurugram
O004299,C01350,2025-03-27,Website,Tablet,,3,Completed,Gujarat,Bhubaneswar
O004300,C00551,2025-05-30,Website,Tablet,,5,Completed,Maharashtra,Kochi
O004301,C04852,2024-09-28,Mobile App,Mobile,,2,Completed,Gujarat,Patna
O004302,C07768,2025-03-06,Website,Desktop,,1,Cancelled,Kerala,Patna
O004303,C02710,2024-01-26,Marketplace,Desktop,,4,Completed,Maharashtra,Patna
O004304,C03466,2024-03-10,Mobile App,Mobile,,3,Shipped,West Bengal,Coimbatore
O004305,C06111,2024-10-19,Mobile App,Mobile,CAM0050,3,Completed,Madhya Pradesh,Indore
O004306,C07456,2025-02-09,Website,Mobile,,4,Completed,Karnataka,Surat
O004307,C03803,2024-08-21,Website,Desktop,,4,Completed,Delhi,Patna
O004308,C04212,2024-08-18,Mobile App,Mobile,CAM0038,5,Completed,Odisha,Jaipur
O004309,C03928,2024-09-19,Mobile App,Mobile,,3,Returned,West Bengal,Lucknow
O004310,C07218,2025-08-08,Mobile App,Mobile,CAM0099,3,Completed,West Bengal,Bengaluru
O004311,C00222,2024-04-30,Website,Desktop,,3,Completed,Gujarat,Surat
O004312,C02432,2025-04-07,Mobile App,Desktop,,3,Shipped,Odisha,Gurugram
O004313,C00351,2025-06-01,Website,Mobile,,3,Completed,Gujarat,New Delhi
O004314,C00724,2024-01-24,Mobile App,Mobile,CAM0003,3,Completed,Haryana,Patna
O004315,C05925,2025-01-11,Website,Desktop,,2,Completed,Maharashtra,Chennai
O004316,C04331,2025-05-14,Marketplace,Mobile,CAM0085,4,Completed,Delhi,Kolkata
O004317,C06091,2025-03-12,Mobile App,Mobile,,2,Completed,Madhya Pradesh,Kochi
O004318,C05895,2025-05-13,Mobile App,Desktop,CAM0082,2,Completed,West Bengal,Kolkata
O004319,C00475,2024-06-22,Website,Mobile,,5,Completed,Tamil Nadu,Hyderabad
O004320,C00686,2025-05-23,Mobile App,Mobile,,3,Completed,Telangana,Gurugram
O004321,C04256,2024-11-05,Website,Desktop,,3,Completed,Odisha,Chennai
O004322,C03534,2024-03-10,Website,Desktop,CAM0012,3,Completed,Uttar Pradesh,Hyderabad
O004323,C04473,2024-07-23,Mobile App,Mobile,,3,Completed,Gujarat,Chandigarh
O004324,C02585,2024-12-06,Website,Desktop,,1,Completed,Madhya Pradesh,Chandigarh
O004325,C02656,2024-02-01,Mobile App,Mobile,CAM0003,4,Completed,Maharashtra,Surat
O004326,C02457,2024-02-12,Website,Desktop,,5,Completed,Tamil Nadu,Chennai
O004327,C06010,2024-04-27,Mobile App,Mobile,CAM0017,5,Completed,Tamil Nadu,Patna
O004328,C04255,2024-01-15,Mobile App,Desktop,,4,Completed,Odisha,Surat
O004329,C06845,2024-11-17,Mobile App,Mobile,,4,Completed,Rajasthan,Indore
O004330,C04548,2024-12-02,Website,Mobile,,5,Completed,Uttar Pradesh,Chandigarh
O004331,C00498,2025-06-15,Website,Desktop,CAM0088,4,Completed,Madhya Pradesh,Pune
O004332,C02830,2025-08-13,Marketplace,Mobile,,3,Completed,Uttar Pradesh,Indore
O004333,C07087,2025-01-15,Website,Mobile,CAM0064,6,Completed,Uttar Pradesh,Pune
O004334,C00352,2025-05-25,Mobile App,Mobile,,1,Completed,Madhya Pradesh,Mysuru
O004335,C03193,2024-04-29,Website,Mobile,,4,Completed,Kerala,Vadodara
O004336,C03090,2024-01-26,Website,Desktop,,2,Shipped,West Bengal,Kolkata
O004337,C06146,2025-06-17,Mobile App,Desktop,,2,Completed,Maharashtra,Surat
O004338,C03644,2024-03-04,Website,Desktop,,3,Completed,West Bengal,Jaipur
O004339,C04810,2025-04-04,Mobile App,Mobile,,4,Completed,Karnataka,Gurugram
O004340,C02239,2024-11-09,Mobile App,Desktop,,3,Completed,Tamil Nadu,Pune
O004341,C06140,2025-08-12,Website,Desktop,,5,Completed,Kerala,Mumbai
O004342,C06868,2024-08-03,Website,Mobile,,5,Completed,Telangana,Kolkata
O004343,C02854,2025-03-31,Marketplace,Mobile,,3,Completed,West Bengal,Surat
O004344,C04643,2025-06-23,Website,Mobile,,6,Shipped,Odisha,Ahmedabad
O004345,C01228,2025-08-01,Website,Desktop,,5,Shipped,Tamil Nadu,Gurugram
O004346,C04657,2025-04-17,Mobile App,Mobile,,3,Shipped,Bihar,Surat
O004347,C05940,2024-12-24,Website,Mobile,CAM0056,3,Shipped,Haryana,Chennai
O004348,C03474,2024-05-05,Mobile App,Mobile,,5,Completed,West Bengal,Lucknow
O004349,C00236,2024-03-27,Mobile App,Mobile,CAM0015,1,Completed,Tamil Nadu,Jaipur
O004350,C06261,2024-12-08,Mobile App,Desktop,CAM0060,2,Completed,Karnataka,New Delhi
O004351,C06252,2025-01-29,Mobile App,Tablet,CAM0061,3,Completed,Tamil Nadu,Pune
O004352,C06005,2025-04-28,Mobile App,Mobile,,3,Completed,Telangana,Chandigarh
O004353,C03071,2025-03-31,Website,Desktop,,2,Completed,Madhya Pradesh,Bengaluru
O004354,C06801,2025-04-20,Mobile App,Mobile,CAM0079,3,Completed,Maharashtra,Pune
O004355,C05835,2024-07-28,Mobile App,Mobile,,6,Completed,West Bengal,Kolkata
O004356,C06719,2025-06-08,Website,Mobile,,4,Completed,Maharashtra,Vadodara
O004357,C01202,2025-07-29,Mobile App,Desktop,CAM0095,4,Completed,Maharashtra,Surat
O004358,C00467,2024-11-02,Website,Desktop,,6,Completed,Bihar,Mysuru
O004359,C06063,2024-03-16,Website,Mobile,CAM0012,5,Completed,Bihar,Patna
O004360,C07861,2024-01-22,Mobile App,Desktop,CAM0001,2,Completed,Delhi,Bhubaneswar
O004361,C06379,2024-02-29,Mobile App,Desktop,CAM0006,3,Completed,Kerala,Bengaluru
O004362,C06748,2025-01-20,Mobile App,Tablet,CAM0063,2,Completed,Bihar,Mysuru
O004363,C00686,2024-02-25,Website,Desktop,,3,Completed,Gujarat,Gurugram
O004364,C07310,2024-06-16,Marketplace,Mobile,CAM0029,3,Completed,Delhi,Chandigarh
O004365,C01732,2025-02-15,Website,Mobile,CAM0069,4,Completed,Karnataka,Patna
O004366,C06436,2024-07-09,Marketplace,Mobile,,4,Completed,Punjab,Hyderabad
O004367,C07292,2025-04-26,Mobile App,Mobile,,4,Completed,Tamil Nadu,Kolkata
O004368,C07808,2025-07-20,Mobile App,Desktop,,6,Completed,Karnataka,Patna
O004369,C03929,2025-02-19,Mobile App,Mobile,CAM0066,4,Completed,Delhi,Gurugram
O004370,C00989,2024-12-05,Website,Mobile,,3,Completed,West Bengal,Pune
O004371,C05036,2024-09-15,Mobile App,Mobile,,5,Completed,Delhi,Gurugram
O004372,C07211,2024-12-15,Marketplace,Mobile,,4,Cancelled,Rajasthan,Bhubaneswar
O004373,C04875,2025-03-12,Website,Desktop,,1,Completed,Gujarat,Chandigarh
O004374,C01898,2024-08-09,Mobile App,Mobile,,5,Completed,Madhya Pradesh,Indore
O004375,C02655,2025-02-16,Website,Desktop,,5,Completed,Tamil Nadu,Vadodara
O004376,C03603,2024-12-15,Marketplace,Mobile,,3,Completed,Uttar Pradesh,Indore
O004377,C01015,2025-04-26,Website,Mobile,,3,Completed,Punjab,Chennai
O004378,C05704,2024-02-28,Website,Tablet,,4,Completed,Karnataka,Indore
O004379,C05292,2024-05-31,Website,Mobile,CAM0023,4,Completed,Odisha,Bengaluru
O004380,C07190,2025-06-23,Website,Tablet,,3,Completed,Bihar,Mumbai
O004381,C01733,2024-08-12,Mobile App,Mobile,,2,Completed,Delhi,Ahmedabad
O004382,C04132,2024-11-13,Mobile App,Mobile,,4,Completed,Rajasthan,Kolkata
O004383,C04033,2025-07-16,Website,Mobile,CAM0095,5,Completed,Karnataka,Kolkata
O004384,C04391,2024-10-05,Website,Mobile,,2,Completed,Punjab,Hyderabad
O004385,C01809,2025-07-11,Mobile App,Mobile,,5,Completed,Telangana,Mysuru
O004386,C00387,2025-04-18,Mobile App,Mobile,CAM0080,3,Shipped,Tamil Nadu,Bhubaneswar
O004387,C02752,2024-01-24,Marketplace,Tablet,,3,Completed,Telangana,Chandigarh
O004388,C07133,2025-06-02,Mobile App,Desktop,,3,Completed,Delhi,Kochi
O004389,C00369,2025-01-02,Website,Desktop,CAM0065,3,Completed,Tamil Nadu,Jaipur
O004390,C05599,2024-11-30,Website,Mobile,,2,Completed,Punjab,Kochi
O004391,C07671,2025-03-08,Mobile App,Desktop,CAM0071,4,Completed,Bihar,Patna
O004392,C00771,2024-01-03,Marketplace,Mobile,,3,Completed,Maharashtra,New Delhi
O004393,C05750,2024-09-14,Website,Mobile,CAM0043,1,Completed,Uttar Pradesh,Mysuru
O004394,C01880,2024-09-19,Website,Desktop,CAM0045,3,Completed,Haryana,Hyderabad
O004395,C06403,2024-04-30,Mobile App,Mobile,,2,Completed,Karnataka,Jaipur
O004396,C00433,2024-01-21,Mobile App,Desktop,CAM0003,3,Completed,Bihar,Coimbatore
O004397,C06691,2024-05-19,Website,Desktop,,4,Completed,Karnataka,Patna
O004398,C02171,2025-04-21,Mobile App,Mobile,,3,Returned,Bihar,Surat
O004399,C00870,2024-10-15,Website,Mobile,CAM0049,4,Shipped,Gujarat,Mysuru
O004400,C00107,2024-07-24,Website,Desktop,CAM0031,4,Completed,Kerala,Patna
O004401,C03659,2024-02-12,Mobile App,Mobile,,3,Completed,Tamil Nadu,Chennai
O004402,C06120,2024-04-27,Mobile App,Tablet,,3,Completed,Uttar Pradesh,Kochi
O004403,C07142,2024-01-05,Marketplace,Desktop,,5,Completed,Delhi,Chennai
O004404,C02441,2024-07-25,Mobile App,Tablet,,3,Completed,Haryana,New Delhi
O004405,C03741,2024-12-10,Mobile App,Tablet,,4,Completed,Maharashtra,Ahmedabad
O004406,C06596,2024-05-21,Mobile App,Desktop,,4,Completed,Uttar Pradesh,Chennai
O004407,C02310,2025-01-06,Website,Mobile,CAM0064,2,Completed,Rajasthan,Pune
O004408,C05604,2024-08-19,Marketplace,Tablet,CAM0038,3,Shipped,Punjab,Vadodara
O004409,C05467,2024-06-12,Mobile App,Desktop,CAM0030,2,Completed,Karnataka,Kolkata
O004410,C07473,2025-06-30,Mobile App,Mobile,,3,Completed,Kerala,Chandigarh
O004411,C04074,2024-12-29,Website,Desktop,,4,Completed,West Bengal,Chandigarh
O004412,C06716,2024-11-30,Mobile App,Desktop,,3,Completed,West Bengal,Jaipur
O004413,C02276,2024-01-11,Website,Mobile,CAM0003,3,Completed,West Bengal,Vadodara
O004414,C06940,2025-02-11,Marketplace,Mobile,,5,Completed,Telangana,Pune
O004415,C03806,2024-03-15,Website,Desktop,CAM0013,1,Completed,Tamil Nadu,Mysuru
O004416,C03782,2024-10-26,Website,Tablet,CAM0050,4,Completed,Maharashtra,Jaipur
O004417,C06582,2025-01-15,Website,Mobile,,5,Returned,Tamil Nadu,Patna
O004418,C00091,2025-08-08,Website,Mobile,,2,Cancelled,Bihar,Kochi
O004419,C05124,2024-01-28,Mobile App,Mobile,CAM0003,2,Completed,Madhya Pradesh,Mysuru
O004420,C02271,2025-04-07,Mobile App,Desktop,,3,Completed,Telangana,Kochi
O004421,C01923,2025-01-30,Marketplace,Desktop,,5,Completed,Karnataka,Kolkata
O004422,C04646,2025-01-10,Website,Desktop,CAM0062,3,Completed,Delhi,Pune
O004423,C06755,2025-02-24,Website,Desktop,,3,Completed,Madhya Pradesh,Mumbai
O004424,C00377,2024-12-29,Mobile App,Mobile,CAM0057,3,Shipped,Haryana,Ahmedabad
O004425,C01536,2024-08-03,Mobile App,Desktop,,5,Cancelled,Kerala,Vadodara
O004426,C03588,2024-04-10,Website,Tablet,CAM0020,3,Completed,Telangana,Bengaluru
O004427,C00859,2024-04-02,Website,Mobile,,4,Cancelled,Bihar,Jaipur
O004428,C03013,2025-07-28,Website,Mobile,CAM0095,2,Completed,Rajasthan,Gurugram
O004429,C06332,2024-09-22,Website,Mobile,,3,Completed,Delhi,Gurugram
O004430,C01072,2024-07-24,Marketplace,Mobile,CAM0033,2,Completed,Kerala,Kolkata
O004431,C05991,2024-03-20,Website,Mobile,,2,Completed,Kerala,New Delhi
O004432,C00564,2024-02-06,Mobile App,Desktop,CAM0010,5,Completed,Kerala,Kolkata
O004433,C05721,2024-01-11,Website,Mobile,CAM0001,4,Completed,Tamil Nadu,Lucknow
O004434,C01119,2024-03-30,Website,Tablet,,4,Completed,Haryana,Kochi
O004435,C05639,2024-01-19,Marketplace,Mobile,CAM0005,5,Completed,Tamil Nadu,Bhubaneswar
O004436,C04397,2025-07-17,Mobile App,Mobile,,4,Completed,Haryana,Kochi
O004437,C01667,2025-01-08,Mobile App,Desktop,,3,Cancelled,West Bengal,Bhubaneswar
O004438,C06239,2024-04-03,Website,Mobile,,1,Completed,Bihar,New Delhi
O004439,C04078,2024-02-01,Mobile App,Mobile,,6,Completed,Madhya Pradesh,Kochi
O004440,C00387,2024-05-19,Mobile App,Tablet,CAM0021,7,Completed,Karnataka,Jaipur
O004441,C02096,2025-07-23,Mobile App,Mobile,CAM0095,3,Completed,Karnataka,Gurugram
O004442,C01922,2024-01-21,Mobile App,Desktop,,1,Completed,West Bengal,Mysuru
O004443,C06542,2024-05-28,Mobile App,Desktop,CAM0025,4,Shipped,Rajasthan,Coimbatore
O004444,C01431,2024-08-08,Website,Mobile,,3,Completed,Karnataka,Bhubaneswar
O004445,C04296,2024-08-06,Website,Desktop,,6,Completed,Punjab,Chennai
O004446,C00957,2025-06-24,Website,Desktop,CAM0090,2,Completed,Tamil Nadu,Chandigarh
O004447,C07323,2025-07-12,Mobile App,Desktop,CAM0095,4,Completed,Gujarat,Hyderabad
O004448,C00063,2024-02-27,Marketplace,Tablet,,3,Completed,Telangana,Vadodara
O004449,C03067,2025-02-28,Website,Mobile,,6,Completed,Telangana,Coimbatore
O004450,C02991,2024-10-01,Website,Mobile,CAM0047,4,Completed,Madhya Pradesh,Chennai
O004451,C00386,2024-05-19,Mobile App,Mobile,,4,Completed,Uttar Pradesh,Gurugram
O004452,C00407,2024-01-23,Mobile App,Mobile,,3,Completed,Tamil Nadu,Vadodara
O004453,C06955,2025-01-12,Website,Mobile,CAM0063,2,Completed,Uttar Pradesh,Jaipur
O004454,C06757,2025-01-07,Website,Mobile,CAM0064,3,Completed,Uttar Pradesh,Mysuru
O004455,C07601,2024-03-03,Website,Mobile,,5,Completed,Odisha,Ahmedabad
O004456,C03209,2025-07-17,Mobile App,Mobile,CAM0093,4,Completed,Odisha,Bengaluru
O004457,C04174,2024-12-07,Mobile App,Mobile,,4,Shipped,Odisha,Chennai
O004458,C06472,2024-06-15,Marketplace,Desktop,,5,Completed,Gujarat,New Delhi
O004459,C06478,2024-05-30,Website,Mobile,,2,Completed,Telangana,Surat
O004460,C05746,2025-06-06,Website,Mobile,,1,Completed,Rajasthan,Bhubaneswar
O004461,C03816,2025-08-06,Website,Desktop,,2,Completed,Rajasthan,Patna
O004462,C07931,2025-05-15,Mobile App,Desktop,CAM0085,2,Completed,Telangana,Surat
O004463,C00514,2025-07-13,Website,Mobile,,1,Completed,Maharashtra,Jaipur
O004464,C00993,2024-12-13,Mobile App,Tablet,,5,Completed,West Bengal,Chennai
O004465,C07865,2024-09-28,Website,Mobile,,4,Completed,West Bengal,Gurugram
O004466,C01108,2025-03-05,Website,Desktop,CAM0074,3,Shipped,Rajasthan,Patna
O004467,C05679,2024-08-20,Marketplace,Mobile,CAM0039,5,Completed,Bihar,Gurugram
O004468,C03081,2025-07-13,Mobile App,Tablet,,3,Cancelled,Tamil Nadu,Mysuru
O004469,C04837,2024-07-26,Website,Mobile,CAM0033,5,Cancelled,Odisha,Ahmedabad
O004470,C01724,2025-03-28,Website,Desktop,,3,Completed,Tamil Nadu,Chandigarh
O004471,C03150,2025-05-15,Website,Mobile,,4,Returned,Maharashtra,Surat
O004472,C04297,2025-08-11,Marketplace,Mobile,,3,Completed,Kerala,Kochi
O004473,C07967,2024-08-06,Mobile App,Mobile,,3,Completed,Kerala,Lucknow
O004474,C00881,2024-03-21,Mobile App,Mobile,,4,Cancelled,Haryana,Surat
O004475,C04810,2025-07-02,Mobile App,Tablet,,3,Completed,Kerala,Bengaluru
O004476,C05419,2025-06-24,Mobile App,Desktop,,4,Completed,Odisha,Hyderabad
O004477,C06920,2024-09-07,Marketplace,Mobile,,3,Completed,Madhya Pradesh,Indore
O004478,C05209,2025-02-18,Mobile App,Tablet,,5,Completed,Uttar Pradesh,Lucknow
O004479,C04711,2024-03-26,Marketplace,Mobile,,4,Shipped,Madhya Pradesh,Indore
O004480,C00766,2024-08-04,Marketplace,Mobile,,6,Completed,Delhi,Lucknow
O004481,C03524,2024-07-14,Website,Mobile,CAM0033,6,Completed,Haryana,Kochi
O004482,C03721,2024-10-23,Mobile App,Desktop,,2,Cancelled,Rajasthan,Pune
O004483,C02521,2024-02-13,Website,Mobile,CAM0006,3,Completed,Bihar,Patna
O004484,C06044,2025-01-27,Mobile App,Desktop,CAM0061,5,Completed,Bihar,Chandigarh
O004485,C00690,2025-03-18,Website,Mobile,,3,Shipped,Maharashtra,Jaipur
O004486,C02762,2024-03-30,Marketplace,Mobile,,6,Completed,Odisha,Coimbatore
O004487,C01976,2024-06-03,Mobile App,Desktop,CAM0028,6,Cancelled,Uttar Pradesh,Patna
O004488,C00351,2025-04-22,Website,Tablet,,3,Completed,Gujarat,Kochi
O004489,C00345,2024-02-28,Mobile App,Mobile,CAM0006,3,Cancelled,Karnataka,Mumbai
O004490,C04470,2024-04-19,Website,Mobile,,3,Completed,Haryana,Surat
O004491,C07023,2025-04-23,Website,Mobile,CAM0076,5,Completed,Bihar,Chennai
O004492,C01067,2024-02-18,Website,Desktop,,2,Completed,Haryana,Gurugram
O004493,C03522,2025-01-11,Website,Desktop,CAM0064,3,Completed,Madhya Pradesh,Gurugram
O004494,C00728,2024-02-01,Website,Desktop,,2,Completed,Haryana,Chandigarh
O004495,C06046,2025-04-30,Marketplace,Mobile,,4,Completed,Haryana,Bhubaneswar
O004496,C06021,2025-06-14,Mobile App,Desktop,CAM0088,3,Completed,Uttar Pradesh,Kolkata
O004497,C04638,2024-01-03,Website,Mobile,,3,Cancelled,Tamil Nadu,Kolkata
O004498,C03780,2025-01-12,Mobile App,Desktop,,4,Completed,Madhya Pradesh,Gurugram
O004499,C07471,2025-07-25,Mobile App,Mobile,,1,Completed,Odisha,Surat
O004500,C06747,2024-08-29,Mobile App,Mobile,,5,Completed,Punjab,Kolkata
O004501,C03145,2025-06-24,Website,Tablet,CAM0086,3,Returned,West Bengal,Bengaluru
O004502,C00843,2025-08-09,Website,Mobile,,3,Completed,Odisha,New Delhi
O004503,C03205,2025-08-04,Website,Mobile,,4,Completed,Madhya Pradesh,Indore
O004504,C06092,2024-12-22,Mobile App,Desktop,,5,Completed,Maharashtra,Hyderabad
O004505,C05766,2024-07-15,Website,Desktop,CAM0031,4,Completed,Kerala,Bhubaneswar
O004506,C02388,2025-02-22,Website,Mobile,,3,Completed,Karnataka,Patna
O004507,C02802,2024-09-29,Mobile App,Desktop,,4,Completed,West Bengal,New Delhi
O004508,C07416,2025-05-16,Website,Mobile,,3,Completed,Uttar Pradesh,Kochi
O004509,C05217,2024-02-04,Website,Mobile,,3,Completed,Kerala,Jaipur
O004510,C05773,2025-04-05,Website,Mobile,,5,Completed,West Bengal,Mumbai
O004511,C07345,2024-09-09,Marketplace,Mobile,,3,Completed,Haryana,Mysuru
O004512,C02185,2025-05-26,Website,Desktop,CAM0082,5,Completed,Rajasthan,Coimbatore
