return_id,order_item_id,return_date,reason,refund_amount
RETII2L8C4I,OI0021545,2024-11-27,Wrong Item,20898.53
RETKDOIY3V4,OI0010244,2024-01-23,Arrived late,4684.43
RET9SIZMCCR,OI0019810,2024-09-02,Damaged,3110.47
RET80PRPJ0N,OI0038655,2024-04-02,Other,2256.07
RET66GJ9QST,OI0043992,2025-02-28,Damaged,1263.62
RETW5UHU49Y,OI0006309,2024-09-26,Other,3090.56
RETL5FGYRQE,OI0037858,2024-04-29,Arrived late,2360.69
RET802ZBZB4,OI0042981,2024-10-21,Other,1347.82
RET11IJ85KZ,OI0005081,2025-06-16,Not as described,1604.47
RETU50EFXBS,OI0003594,2024-03-15,Other,4836.09
RET6BL6MW27,OI0004274,2024-12-16,Other,7148.62
RETLQEC94FT,OI0042958,2024-08-27,Arrived late,1980.11
RETWRMR1GIQ,OI0021014,2025-03-11,Other,5116.06
RETMNA4H49K,OI0002418,2024-06-19,Arrived late,13078.73
RETTUV7NUOD,OI0036374,2024-09-24,Not as described,10160.39
RETYJP7C436,OI0037133,2024-08-01,Arrived late,11472.07
RETJ78GF24S,OI0028310,2025-07-11,Damaged,2227.18
RET2PQNFDXM,OI0015144,2025-08-02,Arrived late,5324.67
RET10YSNWYM,OI0013603,2024-02-29,Not as described,8897.75
RET5ZB9LG7Q,OI0028722,2025-07-14,Size/fit,6948.68
RET8KVYFAMV,OI0008571,2024-04-27,Other,16832.97
RETVLKMS5AB,OI0022052,2024-08-17,Arrived late,6298.27
RETIS71KS3P,OI0044023,2024-04-09,Other,740.24
RETWKA7YXNY,OI0004349,2024-04-18,Wrong Item,6493.09
RETG5MEOG28,OI0040257,2025-06-24,Damaged,1078.09
RET3NXEGRNJ,OI0004145,2024-03-12,Damaged,8394.19
RETHEWGTEXO,OI0044717,2024-11-07,Wrong Item,8537.33
RET11ICNWJ5,OI0042757,2025-03-28,Wrong Item,2410.7
RET0B74E5X2,OI0024129,2025-04-30,Arrived late,6254.85
RETVO8OIR57,OI0038543,2024-03-12,Wrong Item,33543.79
RETY9509Q1W,OI0002111,2024-12-02,Size/fit,13511.8
RETJAMBSLJ9,OI0020077,2024-02-24,Other,4746.68
RETXP2YPH8T,OI0011043,2024-02-05,Other,1687.15
RETTGIOHMLS,OI0017984,2025-02-24,Not as described,993.09
RETG12AVCZ3,OI0022377,2025-02-25,Wrong Item,1209.04
RETUD54F4L7,OI0018822,2024-07-08,Wrong Item,86.46
RETJHW7HJ5C,OI0002852,2024-07-14,Size/fit,318.36
RETQZLCULMI,OI0027662,2024-08-03,Damaged,865.49
RETUNMLSQI2,OI0025685,2025-06-14,Damaged,4894.83
RETZFZPXKNR,OI0032503,2025-07-06,Other,8548.65
RET00KBQNTL,OI0000502,2024-04-24,Other,3201.78
RET0FW1F8KM,OI0029503,2024-01-22,Arrived late,4381.92
RETA9CKL14M,OI0009243,2024-01-19,Size/fit,1003.44
RET4OT80XJC,OI0020936,2024-11-05,Not as described,104985.37
RETHXT5LZFL,OI0022872,2024-05-12,Not as described,1521.45
RETYOCMPG3W,OI0008305,2024-09-17,Size/fit,6634.85
RETMQ8B9UGK,OI0039615,2024-02-03,Not as described,2596.89
RETP2ZBJMDH,OI0044120,2024-07-18,Damaged,15857.15
RET59QPKDX2,OI0034378,2025-06-15,Not as described,861.71
RET0QB6MXUX,OI0045737,2025-08-11,Not as described,7229.59
RETGVEGETGP,OI0011301,2024-08-23,Size/fit,4127.55
RET0JD2CBL9,OI0025483,2024-03-31,Size/fit,82.18
RET6RWZYF1A,OI0038657,2025-03-03,Not as described,11003.33
RETQOTQVTM6,OI0024243,2024-01-18,Wrong Item,3130.79
RETARVG7ERS,OI0045633,2025-02-22,Size/fit,2240.14
RETTCUXO725,OI0031730,2025-06-25,Arrived late,742.1
RETFOLIG3C5,OI0014741,2024-04-07,Arrived late,9048.32
RETEK2C0HYR,OI0042195,2024-08-16,Damaged,2233.46
RETZU049FNK,OI0014872,2024-10-29,Not as described,56555.32
RET85FVR7LD,OI0019601,2024-12-20,Wrong Item,8881.88
RETKAD0O2DH,OI0001867,2024-09-23,Damaged,6187.62
RET6JT38KE4,OI0013243,2024-03-16,Not as described,5528.91
RETR50P5M56,OI0030618,2025-02-03,Size/fit,2035.99
RETTVYX1YKY,OI0026534,2024-01-17,Arrived late,4123.89
RETXKRXGS4E,OI0027391,2025-01-30,Other,34039.92
RET6LMHIXF4,OI0045896,2024-08-10,Wrong Item,7418.14
RET3XF12K72,OI0024885,2024-07-02,Other,7570.47
RETEYRNWQVE,OI0018597,2024-02-26,Arrived late,666.51
RETSEUQZ85G,OI0038716,2025-06-13,Other,8033.79
RETMO8D9WE9,OI0041464,2024-10-07,Size/fit,2229.75
RET9SY9TQ6D,OI0043952,2024-08-23,Not as described,1775.23
RETS6ATWYRF,OI0014737,2024-07-20,Size/fit,1136.99
RETGBAV0X0K,OI0042090,2025-06-07,Other,5480.18
RETD1N5ONXY,OI0027513,2025-02-06,Size/fit,595.53
RETX26UGQYO,OI0029555,2025-05-22,Arrived late,274.88
RETF4P5P25R,OI0031957,2024-03-05,Wrong Item,14334.96
RET998N3BB9,OI0046235,2024-10-31,Size/fit,839.91
RET6KRYXCKU,OI0035473,2025-04-04,Arrived late,837.65
RETD5AIKPIP,OI0001233,2024-04-05,Wrong Item,7273.96
RETLB98UWWQ,OI0035007,2025-06-09,Not as described,5282.3
RETPLFKUDKS,OI0039839,2024-09-09,Other,1586.59
RETCYGO06P9,OI0045582,2024-02-02,Not as described,3514.83
RETN6M23ZIU,OI0015645,2025-05-25,Damaged,3125.0
RET4CN60DOF,OI0025309,2024-12-24,Arrived late,888.9
RETXA126URU,OI0011458,2024-07-28,Wrong Item,66360.7
RETV83JCD3N,OI0044836,2024-12-31,Size/fit,2564.96
RETKNGCTPFB,OI0043803,2025-08-18,Not as described,16413.31
RETPRRC6ZOP,OI0041896,2024-05-27,Wrong Item,3005.95
RETMHY3QDJV,OI0041517,2024-09-23,Arrived late,822.45
RET0B83HRJW,OI0001415,2024-10-24,Damaged,356.11
RETCGSTPS1H,OI0005160,2025-06-01,Not as described,3349.87
RET4NA9LHQK,OI0026104,2025-08-17,Other,3004.59
RETGBMSPTX3,OI0005383,2024-02-14,Wrong Item,4144.02
RETCR49M2WI,OI0001449,2025-05-01,Other,152069.1
RETHGLKZWSD,OI0013467,2024-07-12,Wrong Item,23817.42
RETOZO3IXFX,OI0035068,2024-04-16,Wrong Item,4825.14
RETI1IYD2VH,OI0020296,2025-06-12,Arrived late,2515.7
RET1CQ59O1I,OI0038120,2024-12-22,Arrived late,1530.73
RET5CLW0PG4,OI0002175,2024-06-22,Arrived late,2169.28
RETB0PL861C,OI0033541,2025-02-24,Size/fit,1708.31
RET7J7SSDX9,OI0028538,2025-08-19,Wrong Item,1475.84
RETZN27M4RF,OI0010505,2025-03-29,Not as described,28397.71
RETACZUVEA7,OI0026743,2024-09-23,Other,2278.71
RETNDHW80CU,OI0044909,2025-02-14,Arrived late,595.18
RETRP7R6GJV,OI0026111,2024-03-14,Arrived late,5385.02
RETW65I7L3O,OI0014512,2024-11-21,Other,2133.67
RETQRRY8SIS,OI0005090,2024-06-23,Other,2333.2
RETGXABNCQK,OI0045630,2025-02-04,Wrong Item,930.08
RETDDGT5IWG,OI0011101,2024-12-11,Arrived late,2783.18
RET9MFRQ4CA,OI0033242,2025-05-23,Other,42654.28
RETDOPMQQJE,OI0011617,2024-09-12,Size/fit,8075.55
RETHQDYK7CF,OI0013540,2024-04-20,Size/fit,1009.06
RETGB6Y1W2P,OI0018984,2024-06-07,Arrived late,2153.19
RETP71ZG9OH,OI0014832,2024-06-25,Other,2635.12
RETY1C3RGZC,OI0043172,2024-06-19,Wrong Item,1043.95
RETD7C1XJRE,OI0015383,2025-01-16,Wrong Item,4458.22
RETFZ8LJSN4,OI0005937,2024-10-03,Wrong Item,770.77
RET2T5FNOA5,OI0021959,2025-05-08,Damaged,18697.64
RETN5XQMQNK,OI0040860,2025-03-16,Arrived late,1195.39
RETKYFF8S24,OI0006822,2024-09-04,Wrong Item,313.63
RET3HTWQTF1,OI0015146,2025-08-08,Size/fit,12992.47
RETWQ1MBNC5,OI0019017,2024-10-05,Other,3507.85
RETT0QTHREG,OI0013534,2025-01-06,Not as described,2051.29
RETXAKFMRU5,OI0016622,2024-07-13,Not as described,21323.3
RETBZ21GBFY,OI0010584,2024-12-01,Wrong Item,1241.26
RET9GSZ106A,OI0027125,2025-01-06,Not as described,971.31
RET5DSCOEE9,OI0020342,2025-05-23,Not as described,23595.01
RETJA2QI54H,OI0020420,2024-04-24,Damaged,7050.03
RETTW9VBDJQ,OI0029916,2024-10-30,Size/fit,10290.54
RETJF3ARX4I,OI0023576,2024-09-22,Size/fit,8826.28
RET6GW2YJ28,OI0015802,2025-03-18,Damaged,10664.8
RETEBP8M3Y9,OI0022042,2025-08-24,Damaged,1724.39
RETFWK8GKVB,OI0039620,2025-01-13,Not as described,3045.53
RET71BG32SA,OI0038921,2024-03-29,Arrived late,9229.68
RETR679HITF,OI0018465,2024-05-22,Other,4716.12
RETJOAE0FNC,OI0012273,2024-07-04,Other,3075.79
RETQG1088KB,OI0015046,2024-09-16,Not as described,5390.53
RETPUWJDY04,OI0019307,2024-05-28,Other,6835.0
RET4S1LDE2T,OI0044191,2024-07-26,Damaged,500.04
RETMHYXDLJW,OI0015732,2025-01-19,Size/fit,368.48
RETWDWM0T8Q,OI0007034,2024-03-27,Other,1913.19
RETPDG1KUWR,OI0015031,2024-03-13,Not as described,638.76
RETV2XE2FAZ,OI0028945,2024-04-19,Arrived late,112.05
RET0HX573J3,OI0037621,2025-01-31,Not as described,193.22
RETA6JHWIA5,OI0043657,2025-06-05,Wrong Item,11832.77
RET7G5YCSDN,OI0046124,2024-03-21,Not as described,6028.55
RETZPAUAL24,OI0011343,2024-07-07,Damaged,850.22
RETV96Y74YG,OI0014002,2024-10-18,Size/fit,2760.71
RET5AL5LK2Y,OI0013512,2024-10-10,Size/fit,709.75
RET9YV7ACZC,OI0027784,2024-05-07,Other,28752.62
RETB5K3QWD4,OI0025433,2025-07-01,Damaged,766.39
RETBMHVY4T4,OI0038204,2024-01-23,Wrong Item,1809.68
RETX5AO52HN,OI0021758,2024-06-11,Damaged,9736.76
RETDVQKXV9D,OI0018399,2024-03-01,Not as described,3570.81
RETX1AYK7U6,OI0044222,2024-12-24,Damaged,72494.13
RETTVWM6ZF6,OI0028604,2024-11-12,Damaged,871.73
RET8RNCT14V,OI0021236,2025-08-09,Wrong Item,1333.25
RET9ETOMK5N,OI0007733,2024-03-30,Not as described,2850.36
RET1UT65IX4,OI0004247,2025-08-03,Arrived late,4528.08
RETCBRX5H3H,OI0043617,2025-08-07,Arrived late,97845.68
RETNDER7HN0,OI0002060,2024-05-18,Size/fit,1424.14
RETG79N25NR,OI0004539,2024-06-01,Other,5489.83
RETR5APGCD3,OI0025296,2025-01-15,Damaged,83.78
RET4TWSGBLQ,OI0031794,2025-04-20,Size/fit,107.13
RET143WM0R6,OI0019639,2025-04-29,Wrong Item,1955.53
RET0KJEU4Y7,OI0031046,2025-02-01,Arrived late,834.83
RETTLF72SPM,OI0011428,2024-12-04,Damaged,1281.27
RET60DZYAHW,OI0016611,2024-10-30,Wrong Item,8083.91
RETJYJQARU1,OI0019719,2024-08-23,Other,1067.74
RETNF8VXE68,OI0002953,2025-03-03,Wrong Item,1356.37
RETPQ4K9XQV,OI0033110,2025-08-09,Damaged,1339.02
RETKYMZ58QN,OI0016107,2025-08-10,Other,1056.82
RETK44T0FR9,OI0008043,2025-01-29,Wrong Item,204.3
RETVR3H8MB2,OI0041538,2025-04-05,Other,37824.15
RETG1HV3ETU,OI0017485,2024-10-25,Damaged,540.21
RETOE37D1SA,OI0025527,2025-05-25,Damaged,34970.28
RETQMMN13NY,OI0026607,2024-08-19,Other,648.83
RETZBOZQ4Q1,OI0025355,2025-01-18,Not as described,2293.1
RETKEDIFCW4,OI0042577,2024-08-29,Size/fit,1418.12
RETK5SWIVL1,OI0043284,2024-05-13,Wrong Item,2924.69
RETCNSJMGK8,OI0022187,2025-06-16,Wrong Item,932.89
RETZFJLIITZ,OI0009710,2025-03-10,Not as described,1318.54
RETCY95NTQ0,OI0007133,2024-03-07,Not as described,4331.24
RET9TCGXVNL,OI0016116,2024-09-12,Not as described,5184.94
RETVXKICVUD,OI0018471,2025-07-04,Arrived late,2760.38
RET77A0ZWAC,OI0003715,2025-08-14,Arrived late,13731.65
RET093PARDJ,OI0028815,2024-07-21,Other,5468.96
RETQSNZJWL8,OI0030101,2024-06-14,Arrived late,3812.31
RETY5X1X6E7,OI0015057,2024-06-23,Damaged,6384.29
RETP1799EQ9,OI0031672,2024-07-11,Other,2013.12
RET561KQ1CQ,OI0020974,2024-08-23,Wrong Item,30090.48
RET8V1PDOWE,OI0024098,2024-03-12,Size/fit,18249.93
RETH8PWCUS3,OI0037283,2025-02-04,Damaged,4090.42
RETVN4PXTUF,OI0033912,2024-05-08,Wrong Item,14631.27
RETASEOCFM3,OI0011057,2025-06-29,Wrong Item,4682.75
RETQ877XT2P,OI0016955,2025-01-10,Other,1118.72
RETWJFAW37Q,OI0019212,2024-11-22,Not as described,14704.22
RETXVBOSGQ9,OI0014529,2025-01-30,Not as described,33256.87
RETEJZA948Z,OI0017463,2025-01-02,Damaged,19316.62
RETFLZQBCI0,OI0011260,2024-11-22,Not as described,7260.02
RETCZQDG4FV,OI0002758,2024-05-22,Wrong Item,90934.75
RETFG2SD50I,OI0016498,2024-09-03,Not as described,1656.24
RET8745NC6M,OI0018167,2025-03-13,Arrived late,1689.34
RETS4D4YUGG,OI0045327,2025-06-12,Not as described,3935.86
RETNCK5PIX2,OI0041267,2025-03-28,Wrong Item,893.87
RETN6AARHNP,OI0041752,2025-03-19,Other,2688.89
RET4O6CME2N,OI0044842,2024-08-17,Damaged,17716.32
RETD2A1TCSL,OI0018634,2024-12-23,Size/fit,20317.58
RETCV4S6V6V,OI0017174,2025-08-23,Not as described,37433.24
RETW4HL8FE3,OI0032121,2024-07-23,Wrong Item,2595.3
RETYD9Y274B,OI0038018,2025-07-21,Size/fit,1418.96
RETX06P8C1W,OI0039268,2024-03-08,Size/fit,3333.57
RETDSFNR3IX,OI0011421,2025-07-03,Arrived late,4325.11
RET3ZQK93TX,OI0001013,2024-10-28,Size/fit,1134.97
RETEUS7HLCM,OI0005159,2024-11-16,Other,2221.65
RETT5O4T15P,OI0006323,2024-08-08,Wrong Item,1053.2
RETGO4D4XJN,OI0015556,2024-05-28,Wrong Item,1166.16
RETR8GF8PCM,OI0042388,2024-04-24,Not as described,7626.02
RETQQ5GBBN5,OI0012262,2024-11-09,Not as described,6021.02
RET2II6ZGLY,OI0040772,2025-02-23,Not as described,1911.78
RET4EC1QIO2,OI0044282,2024-09-18,Other,6003.29
RETNFSP7QS9,OI0034506,2024-03-26,Size/fit,229.71
RETS7XXDTX3,OI0014795,2024-09-22,Size/fit,864.36
RETBJ04K0ZC,OI0000899,2024-11-08,Arrived late,1242.79
RETFOR8LKIK,OI0009807,2024-08-18,Other,16604.12
RETPKHZ9G3U,OI0033961,2024-01-17,Not as described,1538.51
RET30U3CM26,OI0037991,2025-06-11,Damaged,3128.46
RET67WPCCMC,OI0019659,2025-04-04,Arrived late,1500.55
RET4ELXGTZO,OI0037226,2025-06-06,Damaged,3776.77
RETMGVR8LFH,OI0008664,2025-06-24,Size/fit,14967.09
RET2BPB9ROX,OI0027912,2024-10-10,Arrived late,3035.11
RETO9OYQSIR,OI0016724,2025-08-09,Arrived late,1517.93
RETOEQCDKSA,OI0042302,2024-09-10,Wrong Item,3659.37
RETA5SHI5CO,OI0015825,2024-10-31,Size/fit,1217.58
RETN1XAUXE5,OI0046238,2024-01-18,Size/fit,492.44
RETZZZDM9ZX,OI0013559,2024-04-19,Other,1148.34
RETBXHVRDUH,OI0027466,2024-12-22,Arrived late,4130.54
RETX5JODT53,OI0019708,2024-09-18,Size/fit,268.62
RETND2QL5ZQ,OI0026140,2025-01-26,Arrived late,4918.56
RETBLIGW7GX,OI0006851,2025-02-23,Other,464.69
RET5AQKMSAO,OI0045385,2025-06-19,Other,789.74
RETRB9UW41M,OI0028493,2025-08-16,Wrong Item,34457.49
RET9QIDA5GF,OI0005922,2025-05-05,Arrived late,6145.21
RET6EILBWJL,OI0034818,2024-03-14,Size/fit,1421.53
RETK8NY0SB1,OI0046013,2024-10-05,Size/fit,1797.05
RETD4UDL207,OI0038581,2024-10-20,Arrived late,10055.99
RET6J7QGXTG,OI0036004,2024-06-24,Arrived late,5039.12
RETAAPJ2BGR,OI0012514,2024-02-02,Arrived late,36293.73
RETT2SI598K,OI0009846,2024-09-22,Not as described,949.2
RETASAZQQ44,OI0028498,2024-08-30,Size/fit,3541.26
RETNSXNMNPI,OI0004216,2025-04-14,Other,4318.45
RETHSLQ1XQH,OI0043365,2025-03-31,Size/fit,2034.31
RETQ8CVN3VY,OI0041483,2025-03-21,Not as described,6046.53
RETADIWO32P,OI0000352,2024-11-13,Arrived late,1353.53
RET39C6EQT0,OI0019496,2024-07-08,Wrong Item,680.07
RETEQMSTCES,OI0026407,2024-11-07,Arrived late,4054.22
RETTDFKMYG0,OI0024930,2024-11-25,Arrived late,936.41
RETE0669HAT,OI0021983,2024-08-03,Not as described,2899.19
RETPUQ8MCKN,OI0012083,2024-04-29,Size/fit,2271.02
RETE80LH6LI,OI0006189,2025-05-25,Arrived late,391.22
RETGQZT4TV0,OI0015113,2025-02-13,Size/fit,2249.44
RETJBKGU360,OI0014207,2024-08-27,Damaged,31281.86
RETSPXH0HH3,OI0025911,2024-07-27,Other,2552.84
RETYJTCZJJ5,OI0021880,2025-04-13,Size/fit,7018.82
RETMZ40Y2YG,OI0041180,2024-03-12,Wrong Item,5615.23
RETRAUG1IAE,OI0035417,2025-01-02,Other,2704.63
RETS28QB5KF,OI0022514,2024-05-11,Wrong Item,6774.35
RETQR5ES8ZU,OI0016153,2024-12-05,Arrived late,126.31
RETUBSPKV2L,OI0038645,2025-07-02,Other,10679.81
RET1RCXXR2M,OI0018776,2024-10-17,Size/fit,8053.44
RETE20LZ8LR,OI0044776,2024-10-20,Other,2167.57
RETRWH5EJSI,OI0024182,2024-09-07,Arrived late,3480.19
RETNW1JXLK4,OI0025987,2025-02-27,Not as described,2811.55
RETV6F11HIZ,OI0036353,2025-06-14,Wrong Item,1802.82
RET1MCF7XJZ,OI0038440,2025-03-07,Arrived late,4279.5
RET1YJFYK1V,OI0021451,2024-02-26,Not as described,57821.96
RET2JCL5AB8,OI0045747,2025-02-28,Other,651.8
RETDTBY1KTH,OI0045013,2025-04-13,Other,9898.57
RET53X91Y38,OI0032694,2025-05-08,Arrived late,1685.27
RETE2Z4G1QW,OI0014711,2024-05-12,Size/fit,2060.37
RETL3F3DO48,OI0000217,2024-09-18,Other,867.27
RETN5IK6IOF,OI0002800,2024-05-06,Size/fit,2109.55
RETPH7WVNMD,OI0040957,2025-02-24,Size/fit,4492.75
RETTZH9T5G5,OI0004832,2025-03-06,Size/fit,1706.97
RET2OS8WXO2,OI0007719,2025-08-14,Damaged,1549.85
RET5MCU16GW,OI0029966,2024-09-25,Not as described,858.73
RETU21TFBMJ,OI0028635,2025-06-28,Not as described,36990.9
RETXRDKLU3F,OI0012441,2024-07-03,Other,2564.22
RETTBCHOG6C,OI0014459,2024-02-09,Other,27871.52
RET2CWLBEUE,OI0016988,2024-08-25,Size/fit,21827.69
RETCY36MQ76,OI0037994,2025-02-20,Damaged,2583.18
RETJH3EDZ7T,OI0023968,2025-02-05,Size/fit,606.9
RETOXMHOR2S,OI0045222,2025-04-27,Damaged,4778.85
RET39S25R2V,OI0029024,2024-10-14,Size/fit,785.6
RET4R4KJ3GW,OI0035069,2024-05-03,Wrong Item,562.51
RET83RZB17C,OI0023456,2024-06-22,Wrong Item,817.85
RETUOCQ0TFC,OI0006516,2024-09-12,Arrived late,19739.06
RET7PPX7D6A,OI0023956,2024-06-12,Size/fit,2656.81
RETVM7PCU0M,OI0000682,2024-04-14,Other,2452.29
RET591YBDYZ,OI0045565,2024-08-12,Not as described,646.75
RETO00W1TJL,OI0019381,2025-03-07,Arrived late,248.27
RETOCM2XCBY,OI0005170,2024-02-19,Other,2922.64
RET5BZ2K1VG,OI0027808,2025-03-05,Wrong Item,27843.35
RET5JKKT67H,OI0026960,2024-07-17,Size/fit,301.31
RETDRZJFZM0,OI0005767,2025-08-16,Arrived late,3295.26
RETDXKHW1XS,OI0025207,2024-04-06,Size/fit,3406.94
RET7O5OSCOS,OI0003017,2024-03-02,Wrong Item,10111.73
RETSOPCUK6I,OI0043700,2024-10-25,Arrived late,3279.91
RET6H9EM65D,OI0033034,2025-03-27,Wrong Item,24608.62
RET16EPO2U4,OI0030323,2024-09-28,Damaged,7956.6
RETICBEKMUS,OI0044148,2024-11-06,Wrong Item,431.07
RETEHVKDLRG,OI0007687,2024-06-08,Size/fit,1230.35
RETXBQ9OK1H,OI0036690,2025-02-11,Not as described,12315.15
RET95VS0NON,OI0002096,2025-03-05,Wrong Item,12786.74
RETJPLYB66S,OI0015954,2024-12-20,Other,5863.25
RETR71NPQVZ,OI0008436,2025-03-05,Not as described,1092.55
RETSK3U7NBS,OI0021161,2025-01-19,Damaged,91.56
RETNR1LWFQH,OI0028220,2025-05-30,Arrived late,9525.06
RET0B90Y7C6,OI0026834,2024-06-27,Arrived late,3014.42
RETLCE3Z23V,OI0011643,2024-03-09,Not as described,6076.08
RET3ROMNWW0,OI0032930,2024-06-24,Arrived late,1102.66
RETZ2CYX3U5,OI0035448,2025-05-03,Wrong Item,7987.57
RETFMW7O5HF,OI0034908,2024-06-12,Not as described,1976.44
RET6XZGENB7,OI0006943,2024-04-29,Size/fit,4533.51
RETWDBEZ7KI,OI0017826,2024-01-24,Wrong Item,140268.71
RETFB2ULP6Z,OI0011445,2024-12-20,Wrong Item,18343.33
RETV19FV6WZ,OI0015657,2025-03-30,Wrong Item,30985.46
RETELI4QB9B,OI0008279,2024-10-15,Size/fit,3065.86
RETXEG7YWXN,OI0033690,2025-05-27,Damaged,26401.88
RETYWFNN0KN,OI0018088,2024-05-02,Other,10146.93
RETK4OK693N,OI0020778,2025-03-24,Arrived late,49466.04
RETU0WHSAW4,OI0042468,2024-12-04,Not as described,2501.47
RETGHAQ5NGT,OI0023812,2025-06-05,Damaged,1831.93
RETOVB116B9,OI0037032,2025-06-27,Not as described,108.97
RETSDSRIHR2,OI0046009,2024-09-28,Arrived late,2367.28
RETA5RZG693,OI0028105,2024-10-07,Size/fit,3117.14
RET4RKKV23E,OI0037848,2024-01-27,Wrong Item,3570.19
RETT3VRV2RH,OI0029898,2024-05-27,Wrong Item,3057.2
RET1W9U3K5T,OI0019493,2025-06-02,Size/fit,210.01
RETIBAWG49T,OI0033223,2024-11-29,Damaged,4373.07
RETJQK8XILO,OI0016461,2025-01-02,Damaged,33698.99
RETFDPOEQAU,OI0017173,2025-04-01,Not as described,9596.39
RETG6N09VVW,OI0029942,2025-03-26,Size/fit,11925.52
RETKC2IHT8D,OI0045312,2024-08-28,Damaged,2415.93
RET6OWX5JZ7,OI0004166,2024-05-06,Size/fit,2230.46
RETJ30ONW7M,OI0014957,2024-02-24,Arrived late,123.87
RET4F6406KN,OI0006047,2025-08-17,Wrong Item,1772.03
RETH0M2NQ54,OI0042453,2024-11-02,Wrong Item,313.13
RET1B9EJQZS,OI0008408,2024-12-26,Wrong Item,485.08
RETCAYT5FU6,OI0045829,2025-04-22,Size/fit,9191.78
RETA5S7XDLG,OI0015103,2024-11-23,Size/fit,112.06
RET4T4DWEFS,OI0002329,2025-02-20,Not as described,413.84
RET6K591MB0,OI0040857,2024-05-01,Wrong Item,606.05
RETJ6W8V50W,OI0019792,2025-07-16,Not as described,16535.02
RETMBSCN7O8,OI0019288,2024-04-07,Wrong Item,5813.65
RETX061W2M6,OI0017983,2025-03-01,Not as described,5577.75
RETQ8H9SPCK,OI0029000,2024-08-13,Not as described,16112.39
RETT0VUN7LB,OI0007626,2024-09-28,Arrived late,617.84
RETLTJ0MPW3,OI0043264,2024-09-29,Not as described,4449.42
RETGISYBG67,OI0007097,2025-04-21,Size/fit,7937.67
RETR2ALNLSC,OI0012740,2025-07-05,Not as described,3007.04
RETH7II66QQ,OI0046045,2025-06-21,Wrong Item,2472.98
RET3FVVGVTU,OI0041240,2025-08-03,Not as described,5401.1
RET1CF2B32C,OI0004129,2024-01-31,Damaged,33236.35
RETBPDE5NXT,OI0024044,2025-04-09,Other,2865.03
RETA7R582K8,OI0009549,2024-04-10,Wrong Item,1430.4
RETQ64HIU58,OI0043093,2024-08-12,Damaged,7974.04
RETQOZ5GPLZ,OI0042733,2024-09-04,Wrong Item,542.35
RETB4CXCP7Y,OI0007871,2024-10-19,Size/fit,9057.61
RETOAPWRZEW,OI0017211,2025-01-23,Other,2404.5
RETSHTUHTCE,OI0016393,2024-11-20,Other,2213.12
RET70UE2KR7,OI0018234,2024-10-27,Size/fit,5613.18
RETUUZMEUQO,OI0017103,2024-12-13,Other,2288.85
RET5Y90AK75,OI0028884,2024-12-15,Size/fit,2813.54
RET1E7AUW3X,OI0017650,2024-02-20,Damaged,65867.88
RET7KH7Z151,OI0013374,2025-08-24,Arrived late,2728.85
RETTSCQCFVR,OI0044799,2024-02-05,Wrong Item,38242.72
RETYM7OKX13,OI0002386,2025-04-10,Size/fit,3098.29
RETXCPSRWZV,OI0034252,2024-10-24,Wrong Item,12626.94
RETTL98MBJ1,OI0022592,2025-04-02,Damaged,233.36
RETCNACOYR5,OI0043550,2025-03-13,Arrived late,50031.66
RETA0F89JCH,OI0041667,2025-07-02,Damaged,2905.06
RETJ7N2VZB0,OI0017137,2024-07-13,Other,17436.92
RET1PFZYSUH,OI0021791,2024-02-18,Wrong Item,60244.56
RET89DSRUX7,OI0033888,2025-02-20,Arrived late,229.35
RET2Y77SE7F,OI0038060,2025-05-10,Other,1222.36
RETRZIER2PJ,OI0040862,2024-08-28,Arrived late,1801.65
RET7VCYLROR,OI0001901,2025-02-27,Other,11709.35
RETFD81087E,OI0010278,2025-01-31,Damaged,2947.05
RETTBT4K5E6,OI0023357,2024-10-20,Size/fit,8273.26
RETPKO9LUMZ,OI0036059,2024-05-10,Wrong Item,45450.96
RETXQ7XVB9R,OI0020741,2024-04-30,Not as described,2903.13
RETIRI12A4M,OI0013376,2025-04-22,Not as described,9223.89
RETEEEEKRPA,OI0020155,2024-08-29,Damaged,3394.13
RET4R8ETRN4,OI0011379,2025-05-18,Wrong Item,258.36
RET6CE8UAWF,OI0024089,2024-08-15,Wrong Item,2090.88
RET46J3CEWF,OI0002529,2024-12-12,Damaged,272.81
RET61DBIW1Q,OI0004450,2024-01-16,Wrong Item,309.84
RETU0XD5880,OI0027923,2025-07-19,Size/fit,1475.9
RETF5NZPVJG,OI0010799,2025-02-15,Damaged,53.85
RETJVY5C90G,OI0020835,2024-11-03,Size/fit,471.21
RETW2F91PTA,OI0011769,2024-02-18,Wrong Item,167.12
RETZ5158R9B,OI0028574,2024-02-20,Damaged,8486.09
RET5F6FVALA,OI0032293,2024-02-01,Wrong Item,5912.93
RETE0FYUI2C,OI0014701,2024-08-17,Damaged,76245.37
RETAODG3Q28,OI0020921,2025-07-08,Wrong Item,2081.96
RET5WVNWTS9,OI0038638,2025-01-05,Size/fit,2688.57
RETPT6VXOYH,OI0039992,2025-05-27,Size/fit,5035.33
RETKY36OM2I,OI0029386,2024-04-01,Wrong Item,14709.85
RETM23I8NNR,OI0036813,2025-07-12,Damaged,2185.49
RET728MGJKQ,OI0004385,2024-08-05,Not as described,24892.86
RETVJ8W45J6,OI0039150,2024-10-04,Size/fit,11244.2
